Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RoundNumber
0 days 00:48:46.891000,BOR,5,0 days 00:01:06.125000,11.0,4.0,,,0 days 00:00:16.652000,0 days 00:00:29.295000,0 days 00:00:20.178000,0 days 00:47:57.418000,0 days 00:48:26.713000,0 days 00:48:46.891000,311.0,243.0,284.0,317.0,True,SOFT,5.0,False,Kick Sauber,0 days 00:47:40.766000,,1,,,,False,True,11
0 days 01:03:56.763000,BOR,5,0 days 00:01:04.846000,14.0,5.0,,,0 days 00:00:16.492000,0 days 00:00:28.868000,0 days 00:00:19.486000,0 days 01:03:08.409000,0 days 01:03:37.277000,0 days 01:03:56.763000,318.0,249.0,286.0,318.0,True,SOFT,2.0,True,Kick Sauber,0 days 01:02:51.917000,,1,,,,False,True,11
0 days 01:19:14.703000,BOR,5,0 days 00:01:05.341000,17.0,6.0,,,0 days 00:00:16.623000,0 days 00:00:29.030000,0 days 00:00:19.688000,0 days 01:18:25.985000,0 days 01:18:55.015000,0 days 01:19:14.703000,314.0,247.0,283.0,319.0,True,SOFT,5.0,False,Kick Sauber,0 days 01:18:09.362000,,1,,,,False,True,11
0 days 01:26:21.785000,BOR,5,0 days 00:01:05.132000,20.0,7.0,,,0 days 00:00:16.613000,0 days 00:00:28.941000,0 days 00:00:19.578000,0 days 01:25:33.266000,0 days 01:26:02.207000,0 days 01:26:21.785000,315.0,248.0,285.0,316.0,True,SOFT,2.0,True,Kick Sauber,0 days 01:25:16.653000,,1,,,,False,True,11
0 days 00:25:30.695000,ANT,12,0 days 00:01:05.283000,2.0,1.0,,,0 days 00:00:16.467000,0 days 00:00:29.116000,0 days 00:00:19.700000,0 days 00:24:41.879000,0 days 00:25:10.995000,0 days 00:25:30.695000,316.0,250.0,286.0,320.0,True,SOFT,2.0,False,Mercedes,0 days 00:24:25.412000,,1,,,,False,True,11
0 days 00:35:42.106000,ANT,12,0 days 00:01:05.178000,5.0,2.0,,,0 days 00:00:16.319000,0 days 00:00:29.115000,0 days 00:00:19.744000,0 days 00:34:53.247000,0 days 00:35:22.362000,0 days 00:35:42.106000,317.0,247.0,284.0,321.0,True,None,,True,Mercedes,0 days 00:34:36.928000,,1,,,,False,True,11
0 days 00:49:45.266000,ANT,12,0 days 00:01:05.688000,8.0,3.0,,,0 days 00:00:16.515000,0 days 00:00:29.399000,0 days 00:00:19.774000,0 days 00:48:56.093000,0 days 00:49:25.492000,0 days 00:49:45.266000,313.0,249.0,286.0,320.0,True,SOFT,5.0,False,Mercedes,0 days 00:48:39.578000,,1,,,,False,True,11
0 days 01:05:03.381000,ANT,12,0 days 00:01:05.052000,11.0,4.0,,,0 days 00:00:16.338000,0 days 00:00:29.161000,0 days 00:00:19.553000,0 days 01:04:14.667000,0 days 01:04:43.828000,0 days 01:05:03.381000,320.0,247.0,287.0,318.0,True,SOFT,2.0,True,Mercedes,0 days 01:03:58.329000,,1,,,,False,True,11
0 days 01:18:20.409000,ANT,12,0 days 00:01:05.276000,14.0,5.0,,,0 days 00:00:16.439000,0 days 00:00:29.177000,0 days 00:00:19.660000,0 days 01:17:31.572000,0 days 01:18:00.749000,0 days 01:18:20.409000,316.0,248.0,286.0,321.0,True,SOFT,5.0,False,Mercedes,0 days 01:17:15.133000,,1,,,,False,True,11
0 days 00:21:13.812000,GAS,10,0 days 00:01:06.264000,2.0,1.0,,,0 days 00:00:16.741000,0 days 00:00:29.523000,0 days 00:00:20,0 days 00:20:24.289000,0 days 00:20:53.812000,0 days 00:21:13.812000,313.0,233.0,283.0,316.0,True,SOFT,2.0,False,Alpine,0 days 00:20:07.548000,,1,,,,False,True,11
0 days 00:27:50.461000,GAS,10,0 days 00:01:05.292000,5.0,2.0,,,0 days 00:00:16.527000,0 days 00:00:29.073000,0 days 00:00:19.692000,0 days 00:27:01.696000,0 days 00:27:30.769000,0 days 00:27:50.461000,315.0,245.0,286.0,317.0,True,None,,True,Alpine,0 days 00:26:45.169000,,1,,,,False,True,11
0 days 00:35:10.206000,GAS,10,0 days 00:01:05.054000,8.0,3.0,,,0 days 00:00:16.527000,0 days 00:00:28.909000,0 days 00:00:19.618000,0 days 00:34:21.679000,0 days 00:34:50.588000,0 days 00:35:10.206000,315.0,247.0,287.0,318.0,True,SOFT,5.0,False,Alpine,0 days 00:34:05.152000,,1,,,,False,True,11
0 days 00:49:02.904000,GAS,10,0 days 00:01:05.717000,11.0,4.0,,,0 days 00:00:16.629000,0 days 00:00:29.101000,0 days 00:00:19.987000,0 days 00:48:13.816000,0 days 00:48:42.917000,0 days 00:49:02.904000,312.0,242.0,286.0,318.0,True,SOFT,5.0,False,Alpine,0 days 00:47:57.187000,,1,,,,False,True,11
0 days 01:05:43.842000,GAS,10,0 days 00:01:04.846000,14.0,5.0,,,0 days 00:00:16.461000,0 days 00:00:28.813000,0 days 00:00:19.572000,0 days 01:04:55.457000,0 days 01:05:24.270000,0 days 01:05:43.842000,317.0,247.0,287.0,317.0,True,SOFT,2.0,True,Alpine,0 days 01:04:38.996000,,1,,,,False,True,11
0 days 01:18:14.102000,GAS,10,0 days 00:01:05.649000,17.0,6.0,,,0 days 00:00:16.560000,0 days 00:00:29.314000,0 days 00:00:19.775000,0 days 01:17:25.013000,0 days 01:17:54.327000,0 days 01:18:14.102000,313.0,242.0,285.0,319.0,True,SOFT,5.0,False,Alpine,0 days 01:17:08.453000,,1,,,,False,True,11
0 days 00:26:10.634000,ALO,14,0 days 00:01:05.891000,4.0,2.0,,,0 days 00:00:16.587000,0 days 00:00:29.459000,0 days 00:00:19.845000,0 days 00:25:21.330000,0 days 00:25:50.789000,0 days 00:26:10.634000,317.0,245.0,283.0,319.0,True,None,,True,Aston Martin,0 days 00:25:04.743000,,1,,,,False,True,11
0 days 00:34:27.885000,ALO,14,0 days 00:01:05.197000,7.0,3.0,,,0 days 00:00:16.511000,0 days 00:00:28.957000,0 days 00:00:19.729000,0 days 00:33:39.199000,0 days 00:34:08.156000,0 days 00:34:27.885000,318.0,246.0,284.0,320.0,True,SOFT,2.0,True,Aston Martin,0 days 00:33:22.688000,,1,,,,False,True,11
0 days 00:49:36.281000,ALO,14,0 days 00:01:06.114000,10.0,4.0,,,0 days 00:00:16.611000,0 days 00:00:29.464000,0 days 00:00:20.039000,0 days 00:48:46.778000,0 days 00:49:16.242000,0 days 00:49:36.281000,311.0,249.0,284.0,318.0,True,SOFT,4.0,False,Aston Martin,0 days 00:48:30.167000,,1,,,,False,True,11
0 days 01:04:56.899000,ALO,14,0 days 00:01:05.128000,13.0,5.0,,,0 days 00:00:16.494000,0 days 00:00:29.038000,0 days 00:00:19.596000,0 days 01:04:08.265000,0 days 01:04:37.303000,0 days 01:04:56.899000,319.0,249.0,285.0,316.0,True,SOFT,2.0,True,Aston Martin,0 days 01:03:51.771000,,1,,,,False,True,11
0 days 00:20:17.914000,ALB,23,0 days 00:01:06.015000,2.0,1.0,,,0 days 00:00:16.681000,0 days 00:00:29.351000,0 days 00:00:19.983000,0 days 00:19:28.580000,0 days 00:19:57.931000,0 days 00:20:17.914000,311.0,235.0,282.0,315.0,True,SOFT,2.0,False,Williams,0 days 00:19:11.899000,,1,,,,False,True,11
0 days 00:26:05.212000,ALB,23,0 days 00:01:05.810000,5.0,2.0,,,0 days 00:00:16.720000,0 days 00:00:29.211000,0 days 00:00:19.879000,0 days 00:25:16.122000,0 days 00:25:45.333000,0 days 00:26:05.212000,316.0,246.0,283.0,317.0,True,SOFT,5.0,False,Williams,0 days 00:24:59.402000,,1,,,,False,True,11
0 days 00:30:43.148000,ALB,23,0 days 00:01:05.143000,8.0,3.0,,,0 days 00:00:16.395000,0 days 00:00:28.779000,0 days 00:00:19.969000,0 days 00:29:54.400000,0 days 00:30:23.179000,0 days 00:30:43.148000,316.0,250.0,284.0,319.0,True,None,,True,Williams,0 days 00:29:38.005000,,1,,,,False,True,11
0 days 00:45:14.513000,ALB,23,0 days 00:01:06.070000,12.0,5.0,,,0 days 00:00:16.647000,0 days 00:00:29.474000,0 days 00:00:19.949000,0 days 00:44:25.090000,0 days 00:44:54.564000,0 days 00:45:14.513000,312.0,244.0,282.0,313.0,True,SOFT,6.0,False,Williams,0 days 00:44:08.443000,,1,,,,False,True,11
0 days 01:05:57.807000,ALB,23,0 days 00:01:05.205000,17.0,7.0,,,0 days 00:00:16.445000,0 days 00:00:29.025000,0 days 00:00:19.735000,0 days 01:05:09.047000,0 days 01:05:38.072000,0 days 01:05:57.807000,315.0,244.0,285.0,316.0,True,SOFT,4.0,False,Williams,0 days 01:04:52.602000,,1,,,,False,True,11
0 days 00:25:09.849000,HAD,6,0 days 00:01:05.344000,2.0,1.0,,,0 days 00:00:16.714000,0 days 00:00:28.963000,0 days 00:00:19.667000,0 days 00:24:21.219000,0 days 00:24:50.182000,0 days 00:25:09.849000,311.0,249.0,285.0,316.0,True,SOFT,2.0,False,Racing Bulls,0 days 00:24:04.505000,,1,,,,False,True,11
0 days 00:35:28.441000,HAD,6,0 days 00:01:05.063000,5.0,2.0,,,0 days 00:00:16.556000,0 days 00:00:28.822000,0 days 00:00:19.685000,0 days 00:34:39.934000,0 days 00:35:08.756000,0 days 00:35:28.441000,312.0,247.0,282.0,320.0,True,None,,True,Racing Bulls,0 days 00:34:23.378000,,1,,,,False,True,11
0 days 00:48:27.276000,HAD,6,0 days 00:01:05.557000,8.0,3.0,,,0 days 00:00:16.699000,0 days 00:00:28.976000,0 days 00:00:19.882000,0 days 00:47:38.418000,0 days 00:48:07.394000,0 days 00:48:27.276000,310.0,249.0,284.0,317.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:47:21.719000,,1,,,,False,True,11
0 days 01:03:46.141000,HAD,6,0 days 00:01:05.226000,11.0,4.0,,,0 days 00:00:16.712000,0 days 00:00:28.884000,0 days 00:00:19.630000,0 days 01:02:57.627000,0 days 01:03:26.511000,0 days 01:03:46.141000,313.0,249.0,283.0,316.0,True,SOFT,2.0,True,Racing Bulls,0 days 01:02:40.915000,,1,,,,False,True,11
0 days 00:21:21.995000,COL,43,0 days 00:01:07.042000,2.0,1.0,,,0 days 00:00:16.752000,0 days 00:00:29.475000,0 days 00:00:20.815000,0 days 00:20:31.705000,0 days 00:21:01.180000,0 days 00:21:21.995000,312.0,200.0,281.0,316.0,True,SOFT,2.0,True,Alpine,0 days 00:20:14.953000,,1,,,,False,True,11
0 days 00:27:57.562000,COL,43,0 days 00:01:05.547000,5.0,2.0,,,0 days 00:00:16.580000,0 days 00:00:29.162000,0 days 00:00:19.805000,0 days 00:27:08.595000,0 days 00:27:37.757000,0 days 00:27:57.562000,315.0,246.0,284.0,316.0,True,SOFT,2.0,True,Alpine,0 days 00:26:52.015000,,1,,,,False,True,11
0 days 00:35:16.837000,COL,43,0 days 00:01:05.278000,8.0,3.0,,,0 days 00:00:16.626000,0 days 00:00:28.974000,0 days 00:00:19.678000,0 days 00:34:28.185000,0 days 00:34:57.159000,0 days 00:35:16.837000,313.0,247.0,283.0,318.0,True,SOFT,2.0,True,Alpine,0 days 00:34:11.559000,,1,,,,False,True,11
0 days 00:49:12.066000,COL,43,0 days 00:01:06.587000,11.0,4.0,,,0 days 00:00:16.741000,0 days 00:00:29.385000,0 days 00:00:20.461000,0 days 00:48:22.220000,0 days 00:48:51.605000,0 days 00:49:12.066000,309.0,242.0,283.0,317.0,True,SOFT,5.0,False,Alpine,0 days 00:48:05.479000,,1,,,,False,True,11
0 days 01:05:51.483000,COL,43,0 days 00:01:05.288000,14.0,5.0,,,0 days 00:00:16.482000,0 days 00:00:29.112000,0 days 00:00:19.694000,0 days 01:05:02.677000,0 days 01:05:31.789000,0 days 01:05:51.483000,317.0,246.0,286.0,316.0,True,SOFT,2.0,True,Alpine,0 days 01:04:46.195000,,1,,,,False,True,11
0 days 00:21:00.880000,BEA,87,0 days 00:01:06.790000,2.0,1.0,,,0 days 00:00:16.686000,0 days 00:00:29.710000,0 days 00:00:20.394000,0 days 00:20:10.776000,0 days 00:20:40.486000,0 days 00:21:00.880000,312.0,206.0,279.0,318.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:19:54.090000,,1,,,,False,True,11
0 days 00:26:47.800000,BEA,87,0 days 00:01:05.860000,5.0,2.0,,,0 days 00:00:16.635000,0 days 00:00:29.327000,0 days 00:00:19.898000,0 days 00:25:58.575000,0 days 00:26:27.902000,0 days 00:26:47.800000,313.0,245.0,283.0,316.0,True,SOFT,5.0,False,Haas F1 Team,0 days 00:25:41.940000,,1,,,,False,True,11
0 days 00:34:13.235000,BEA,87,0 days 00:01:05.218000,8.0,3.0,,,0 days 00:00:16.553000,0 days 00:00:28.878000,0 days 00:00:19.787000,0 days 00:33:24.570000,0 days 00:33:53.448000,0 days 00:34:13.235000,315.0,245.0,284.0,318.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:33:08.017000,,1,,,,False,True,11
0 days 00:48:51.733000,BEA,87,0 days 00:01:06.113000,11.0,4.0,,,0 days 00:00:16.752000,0 days 00:00:29.263000,0 days 00:00:20.098000,0 days 00:48:02.372000,0 days 00:48:31.635000,0 days 00:48:51.733000,309.0,228.0,284.0,317.0,True,SOFT,5.0,False,Haas F1 Team,0 days 00:47:45.620000,,1,,,,False,True,11
0 days 01:03:49.568000,BEA,87,0 days 00:01:05.312000,14.0,5.0,,,0 days 00:00:16.544000,0 days 00:00:29.127000,0 days 00:00:19.641000,0 days 01:03:00.800000,0 days 01:03:29.927000,0 days 01:03:49.568000,317.0,246.0,284.0,317.0,True,SOFT,2.0,True,Haas F1 Team,0 days 01:02:44.256000,,1,,,,False,True,11
0 days 00:20:29.297000,STR,18,0 days 00:01:06.061000,2.0,1.0,,,0 days 00:00:16.648000,0 days 00:00:29.564000,0 days 00:00:19.849000,0 days 00:19:39.884000,0 days 00:20:09.448000,0 days 00:20:29.297000,314.0,247.0,282.0,316.0,True,SOFT,2.0,True,Aston Martin,0 days 00:19:23.236000,,1,,,,False,True,11
0 days 00:26:53.333000,STR,18,0 days 00:01:05.756000,5.0,2.0,,,0 days 00:00:16.585000,0 days 00:00:29.331000,0 days 00:00:19.840000,0 days 00:26:04.162000,0 days 00:26:33.493000,0 days 00:26:53.333000,317.0,247.0,284.0,319.0,True,SOFT,2.0,True,Aston Martin,0 days 00:25:47.577000,,1,,,,False,True,11
0 days 00:34:21.732000,STR,18,0 days 00:01:05.329000,8.0,3.0,,,0 days 00:00:16.508000,0 days 00:00:29.036000,0 days 00:00:19.785000,0 days 00:33:32.911000,0 days 00:34:01.947000,0 days 00:34:21.732000,317.0,249.0,283.0,319.0,True,SOFT,2.0,True,Aston Martin,0 days 00:33:16.403000,,1,,,,False,True,11
0 days 00:20:56.448000,OCO,31,0 days 00:01:05.745000,2.0,1.0,,,0 days 00:00:16.660000,0 days 00:00:29.268000,0 days 00:00:19.817000,0 days 00:20:07.363000,0 days 00:20:36.631000,0 days 00:20:56.448000,313.0,242.0,282.0,318.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:19:50.703000,,1,,,,False,True,11
0 days 00:26:42.382000,OCO,31,0 days 00:01:05.821000,5.0,2.0,,,0 days 00:00:16.588000,0 days 00:00:29.289000,0 days 00:00:19.944000,0 days 00:25:53.149000,0 days 00:26:22.438000,0 days 00:26:42.382000,315.0,245.0,284.0,318.0,False,SOFT,5.0,False,Haas F1 Team,0 days 00:25:36.561000,,1,,,,False,True,11
0 days 00:33:38.199000,OCO,31,0 days 00:01:05.364000,8.0,3.0,,,0 days 00:00:16.613000,0 days 00:00:29.012000,0 days 00:00:19.739000,0 days 00:32:49.448000,0 days 00:33:18.460000,0 days 00:33:38.199000,313.0,247.0,285.0,319.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:32:32.835000,,1,,,,False,True,11
0 days 00:25:01.629000,TSU,22,0 days 00:01:05.386000,2.0,1.0,,,0 days 00:00:16.527000,0 days 00:00:29.047000,0 days 00:00:19.812000,0 days 00:24:12.770000,0 days 00:24:41.817000,0 days 00:25:01.629000,316.0,244.0,286.0,319.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:23:56.243000,,1,,,,False,True,11
0 days 00:34:40.299000,TSU,22,0 days 00:01:05.369000,5.0,2.0,,,0 days 00:00:16.574000,0 days 00:00:29.027000,0 days 00:00:19.768000,0 days 00:33:51.504000,0 days 00:34:20.531000,0 days 00:34:40.299000,319.0,248.0,287.0,321.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:33:34.930000,,1,,,,False,True,11
0 days 00:20:46.695000,SAI,55,0 days 00:01:06.171000,2.0,1.0,,,0 days 00:00:16.668000,0 days 00:00:29.598000,0 days 00:00:19.905000,0 days 00:19:57.192000,0 days 00:20:26.790000,0 days 00:20:46.695000,312.0,244.0,281.0,316.0,True,SOFT,2.0,True,Williams,0 days 00:19:40.524000,,1,,,,False,True,11
0 days 00:26:00.977000,SAI,55,0 days 00:01:05.899000,5.0,2.0,,,0 days 00:00:16.688000,0 days 00:00:29.281000,0 days 00:00:19.930000,0 days 00:25:11.766000,0 days 00:25:41.047000,0 days 00:26:00.977000,312.0,246.0,282.0,315.0,True,SOFT,5.0,False,Williams,0 days 00:24:55.078000,,1,,,,False,True,11
0 days 00:30:36.227000,SAI,55,0 days 00:01:05.582000,8.0,3.0,,,0 days 00:00:16.515000,0 days 00:00:29.130000,0 days 00:00:19.937000,0 days 00:29:47.160000,0 days 00:30:16.290000,0 days 00:30:36.227000,314.0,244.0,284.0,317.0,True,SOFT,2.0,True,Williams,0 days 00:29:30.645000,,1,,,,False,True,11
0 days 00:36:01.647000,SAI,55,0 days 00:01:05.845000,11.0,4.0,,,0 days 00:00:16.464000,0 days 00:00:29.303000,0 days 00:00:20.078000,0 days 00:35:12.266000,0 days 00:35:41.569000,0 days 00:36:01.647000,314.0,240.0,284.0,317.0,False,SOFT,2.0,True,Williams,0 days 00:34:55.802000,,1,,,,False,True,11
0 days 00:22:43.119000,HUL,27,0 days 00:01:05.681000,2.0,1.0,,,0 days 00:00:16.711000,0 days 00:00:29.087000,0 days 00:00:19.883000,0 days 00:21:54.149000,0 days 00:22:23.236000,0 days 00:22:43.119000,312.0,245.0,277.0,316.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:21:37.438000,,1,,,,False,True,11
0 days 00:29:22.752000,HUL,27,0 days 00:01:05.606000,5.0,2.0,,,0 days 00:00:16.581000,0 days 00:00:29.067000,0 days 00:00:19.958000,0 days 00:28:33.727000,0 days 00:29:02.794000,0 days 00:29:22.752000,314.0,244.0,283.0,316.0,True,SOFT,5.0,False,Kick Sauber,0 days 00:28:17.146000,,1,,,,False,True,11
0 days 00:34:57.173000,HUL,27,0 days 00:01:05.775000,8.0,3.0,,,0 days 00:00:16.479000,0 days 00:00:29.455000,0 days 00:00:19.841000,0 days 00:34:07.877000,0 days 00:34:37.332000,0 days 00:34:57.173000,315.0,249.0,284.0,319.0,False,SOFT,2.0,True,Kick Sauber,0 days 00:33:51.398000,,1,,,,False,True,11
0 days 00:19:46.930000,VER,1,0 days 00:01:26.041000,2.0,1.0,,,0 days 00:00:27.749000,0 days 00:00:34.530000,0 days 00:00:23.762000,0 days 00:18:48.638000,0 days 00:19:23.168000,0 days 00:19:46.930000,324.0,271.0,254.0,325.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:18:20.889000,,1,,,,False,True,12
0 days 00:38:33.756000,VER,1,0 days 00:01:25.886000,5.0,2.0,,,0 days 00:00:27.836000,0 days 00:00:34.494000,0 days 00:00:23.556000,0 days 00:37:35.706000,0 days 00:38:10.200000,0 days 00:38:33.756000,324.0,272.0,257.0,323.0,True,SOFT,5.0,False,Red Bull Racing,0 days 00:37:07.870000,,1,,,,False,True,12
0 days 00:52:43.246000,VER,1,0 days 00:01:25.316000,8.0,3.0,,,0 days 00:00:27.649000,0 days 00:00:34.272000,0 days 00:00:23.395000,0 days 00:51:45.579000,0 days 00:52:19.851000,0 days 00:52:43.246000,323.0,269.0,257.0,325.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:51:17.930000,,1,,,,False,True,12
0 days 01:02:01.673000,VER,1,0 days 00:01:25.397000,11.0,4.0,,,0 days 00:00:27.854000,0 days 00:00:34.216000,0 days 00:00:23.327000,0 days 01:01:04.130000,0 days 01:01:38.346000,0 days 01:02:01.673000,322.0,271.0,257.0,325.0,False,SOFT,5.0,False,Red Bull Racing,0 days 01:00:36.276000,,1,,,,False,True,12
0 days 01:15:03.920000,VER,1,0 days 00:01:25.267000,14.0,5.0,,,0 days 00:00:27.719000,0 days 00:00:34.189000,0 days 00:00:23.359000,0 days 01:14:06.372000,0 days 01:14:40.561000,0 days 01:15:03.920000,322.0,272.0,256.0,328.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:13:38.653000,,1,,,,False,True,12
0 days 01:24:27.741000,VER,1,0 days 00:01:24.892000,17.0,6.0,,,0 days 00:00:27.493000,0 days 00:00:33.973000,0 days 00:00:23.426000,0 days 01:23:30.342000,0 days 01:24:04.315000,0 days 01:24:27.741000,323.0,273.0,256.0,323.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:23:02.849000,,1,,,,False,True,12
0 days 00:20:32.631000,PIA,81,0 days 00:01:26.002000,2.0,1.0,,,0 days 00:00:27.923000,0 days 00:00:34.560000,0 days 00:00:23.519000,0 days 00:19:34.552000,0 days 00:20:09.112000,0 days 00:20:32.631000,318.0,271.0,255.0,316.0,True,SOFT,2.0,True,McLaren,0 days 00:19:06.629000,,1,,,,False,True,12
0 days 00:39:47.584000,PIA,81,0 days 00:01:25.963000,8.0,3.0,,,0 days 00:00:27.970000,0 days 00:00:34.551000,0 days 00:00:23.442000,0 days 00:38:49.591000,0 days 00:39:24.142000,0 days 00:39:47.584000,318.0,272.0,256.0,316.0,True,SOFT,8.0,False,McLaren,0 days 00:38:21.621000,,1,,,,False,True,12
0 days 00:53:22.411000,PIA,81,0 days 00:01:25.316000,11.0,4.0,,,0 days 00:00:27.656000,0 days 00:00:34.216000,0 days 00:00:23.444000,0 days 00:52:24.751000,0 days 00:52:58.967000,0 days 00:53:22.411000,319.0,270.0,257.0,318.0,True,SOFT,2.0,True,McLaren,0 days 00:51:57.095000,,1,,,,False,True,12
0 days 01:03:12.785000,PIA,81,0 days 00:01:25.518000,14.0,5.0,,,0 days 00:00:27.844000,0 days 00:00:34.263000,0 days 00:00:23.411000,0 days 01:02:15.111000,0 days 01:02:49.374000,0 days 01:03:12.785000,319.0,271.0,256.0,318.0,False,SOFT,5.0,False,McLaren,0 days 01:01:47.267000,,1,,,,False,True,12
0 days 01:15:20.045000,PIA,81,0 days 00:01:24.995000,17.0,6.0,,,0 days 00:00:27.615000,0 days 00:00:34.113000,0 days 00:00:23.267000,0 days 01:14:22.665000,0 days 01:14:56.778000,0 days 01:15:20.045000,318.0,274.0,258.0,319.0,True,SOFT,2.0,True,McLaren,0 days 01:13:55.050000,,1,,,,False,True,12
0 days 01:23:28.623000,PIA,81,0 days 00:01:25.092000,20.0,7.0,,,0 days 00:00:27.610000,0 days 00:00:34.119000,0 days 00:00:23.363000,0 days 01:22:31.141000,0 days 01:23:05.260000,0 days 01:23:28.623000,318.0,272.0,254.0,318.0,False,SOFT,2.0,True,McLaren,0 days 01:22:03.531000,,1,,,,False,True,12
0 days 00:20:01.615000,NOR,4,0 days 00:01:26.165000,2.0,1.0,,,0 days 00:00:27.762000,0 days 00:00:34.856000,0 days 00:00:23.547000,0 days 00:19:03.212000,0 days 00:19:38.068000,0 days 00:20:01.615000,320.0,268.0,255.0,319.0,True,SOFT,2.0,True,McLaren,0 days 00:18:35.450000,,1,,,,False,True,12
0 days 00:38:10.649000,NOR,4,0 days 00:01:26.123000,7.0,2.0,,,0 days 00:00:28.079000,0 days 00:00:34.532000,0 days 00:00:23.512000,0 days 00:37:12.605000,0 days 00:37:47.137000,0 days 00:38:10.649000,319.0,270.0,254.0,317.0,True,SOFT,7.0,False,McLaren,0 days 00:36:44.526000,,1,,,,False,True,12
0 days 00:54:32.348000,NOR,4,0 days 00:01:25.231000,10.0,3.0,,,0 days 00:00:27.693000,0 days 00:00:34.111000,0 days 00:00:23.427000,0 days 00:53:34.810000,0 days 00:54:08.921000,0 days 00:54:32.348000,318.0,270.0,256.0,316.0,True,SOFT,2.0,True,McLaren,0 days 00:53:07.117000,,1,,,,False,True,12
0 days 01:02:24.281000,NOR,4,0 days 00:01:25.826000,13.0,4.0,,,0 days 00:00:27.920000,0 days 00:00:34.459000,0 days 00:00:23.447000,0 days 01:01:26.375000,0 days 01:02:00.834000,0 days 01:02:24.281000,319.0,270.0,255.0,321.0,False,SOFT,5.0,False,McLaren,0 days 01:00:58.455000,,1,,,,False,True,12
0 days 01:15:31.536000,NOR,4,0 days 00:01:25.167000,16.0,5.0,,,0 days 00:00:27.723000,0 days 00:00:34.145000,0 days 00:00:23.299000,0 days 01:14:34.092000,0 days 01:15:08.237000,0 days 01:15:31.536000,318.0,271.0,256.0,320.0,True,SOFT,2.0,True,McLaren,0 days 01:14:06.369000,,1,,,,False,True,12
0 days 01:23:17.659000,NOR,4,0 days 00:01:25.010000,19.0,6.0,,,0 days 00:00:27.659000,0 days 00:00:34.027000,0 days 00:00:23.324000,0 days 01:22:20.308000,0 days 01:22:54.335000,0 days 01:23:17.659000,317.0,270.0,257.0,318.0,True,SOFT,2.0,True,McLaren,0 days 01:21:52.649000,,1,,,,False,True,12
0 days 00:20:51.819000,RUS,63,0 days 00:01:26.283000,2.0,1.0,,,0 days 00:00:28.037000,0 days 00:00:34.714000,0 days 00:00:23.532000,0 days 00:19:53.573000,0 days 00:20:28.287000,0 days 00:20:51.819000,316.0,272.0,252.0,318.0,True,SOFT,2.0,True,Mercedes,0 days 00:19:25.536000,,1,,,,False,True,12
0 days 00:41:31.159000,RUS,63,0 days 00:01:26.236000,6.0,2.0,,,0 days 00:00:28.033000,0 days 00:00:34.599000,0 days 00:00:23.604000,0 days 00:40:32.956000,0 days 00:41:07.555000,0 days 00:41:31.159000,317.0,269.0,254.0,318.0,True,SOFT,6.0,False,Mercedes,0 days 00:40:04.923000,,1,,,,False,True,12
0 days 00:55:02.528000,RUS,63,0 days 00:01:25.637000,9.0,3.0,,,0 days 00:00:27.847000,0 days 00:00:34.341000,0 days 00:00:23.449000,0 days 00:54:04.738000,0 days 00:54:39.079000,0 days 00:55:02.528000,317.0,271.0,255.0,319.0,True,SOFT,2.0,True,Mercedes,0 days 00:53:36.891000,,1,,,,False,True,12
0 days 01:15:46.793000,RUS,63,0 days 00:01:25.643000,15.0,5.0,,,0 days 00:00:27.830000,0 days 00:00:34.398000,0 days 00:00:23.415000,0 days 01:14:48.980000,0 days 01:15:23.378000,0 days 01:15:46.793000,318.0,272.0,256.0,321.0,True,SOFT,5.0,False,Mercedes,0 days 01:14:21.150000,,1,,,,False,True,12
0 days 01:23:00.708000,RUS,63,0 days 00:01:25.029000,18.0,6.0,,,0 days 00:00:27.644000,0 days 00:00:34.163000,0 days 00:00:23.222000,0 days 01:22:03.323000,0 days 01:22:37.486000,0 days 01:23:00.708000,318.0,273.0,256.0,322.0,True,SOFT,2.0,True,Mercedes,0 days 01:21:35.679000,,1,,,,False,True,12
