DriverNumber,LapTime,SpeedST,Compound,TyreLife,Team,TrackTemp,Rainfall,WindSpeed,RoundNumber,FuelLevel,QualiBest,Target
87,98.402,302.0,HARD,2.0,Haas F1 Team,31.2,False,2.6,4,41.0,89.841,1.095290568893935
1,98.408,326.0,HARD,7.0,Red Bull Racing,31.2,False,2.2,4,40.0,89.841,1.0953573535468217
4,97.567,316.0,MEDIUM,7.0,McLaren,31.2,False,2.2,4,40.0,89.841,1.0859963713671932
5,99.262,298.0,HARD,4.0,Kick Sauber,31.2,False,2.2,4,40.0,89.841,1.1048630358077047
6,98.749,304.0,MEDIUM,11.0,Racing Bulls,31.2,False,2.2,4,40.0,89.841,1.0991529479858861
7,98.968,303.0,MEDIUM,8.0,Alpine,31.2,False,2.2,4,40.0,89.841,1.1015905878162533
10,98.198,295.0,MEDIUM,7.0,Alpine,31.2,False,2.2,4,40.0,89.841,1.0930198906957849
12,98.942,339.0,MEDIUM,5.0,Mercedes,31.2,False,2.2,4,40.0,89.841,1.1013011876537437
18,99.699,299.0,MEDIUM,5.0,Aston Martin,31.2,False,2.2,4,40.0,89.841,1.1097271846929575
22,98.658,294.0,MEDIUM,6.0,Red Bull Racing,31.2,False,2.2,4,40.0,89.841,1.0981400474171037
27,99.883,293.0,MEDIUM,12.0,Kick Sauber,31.2,False,2.2,4,40.0,89.841,1.111775247381485
30,98.194,304.0,HARD,3.0,Racing Bulls,31.2,False,2.2,4,40.0,89.841,1.0929753675938603
31,98.275,318.0,MEDIUM,9.0,Haas F1 Team,31.2,False,2.2,4,40.0,89.841,1.0938769604078318
55,97.867,305.0,MEDIUM,3.0,Williams,31.2,False,2.2,4,40.0,89.841,1.0893356040115316
63,98.193,303.0,MEDIUM,4.0,Mercedes,31.2,False,2.2,4,40.0,89.841,1.0929642368183792
81,97.733,296.0,MEDIUM,3.0,McLaren,31.2,False,2.2,4,40.0,89.841,1.0878440800970606
87,97.48,319.0,HARD,3.0,Haas F1 Team,31.2,False,2.2,4,40.0,89.841,1.085027993900335
1,98.553,307.0,HARD,8.0,Red Bull Racing,31.2,False,2.3,4,39.0,89.841,1.0969713159915853
4,97.67,301.0,MEDIUM,8.0,McLaren,31.2,False,2.3,4,39.0,89.841,1.0871428412417494
5,99.265,301.0,HARD,5.0,Kick Sauber,31.1,False,2.1,4,39.0,89.841,1.1048964281341482
6,100.018,309.0,MEDIUM,12.0,Racing Bulls,31.1,False,2.1,4,39.0,89.841,1.1132779020714374
7,98.549,301.0,MEDIUM,9.0,Alpine,31.2,False,2.3,4,39.0,89.841,1.0969267928896607
10,99.151,294.0,MEDIUM,8.0,Alpine,31.2,False,2.3,4,39.0,89.841,1.1036275197292995
12,98.365,317.0,MEDIUM,6.0,Mercedes,31.2,False,2.3,4,39.0,89.841,1.0948787302011331
14,98.139,328.0,MEDIUM,2.0,Aston Martin,31.1,False,2.1,4,39.0,89.841,1.0923631749423983
18,99.259,300.0,MEDIUM,6.0,Aston Martin,31.1,False,2.1,4,39.0,89.841,1.1048296434812614
22,98.535,295.0,MEDIUM,7.0,Red Bull Racing,31.1,False,2.1,4,39.0,89.841,1.096770962032925
23,97.209,303.0,HARD,2.0,Williams,31.1,False,2.1,4,39.0,89.841,1.0820115537449495
27,99.272,300.0,MEDIUM,13.0,Kick Sauber,31.1,False,2.1,4,39.0,89.841,1.1049743435625161
30,99.836,308.0,HARD,4.0,Racing Bulls,31.1,False,2.1,4,39.0,89.841,1.111252100933872
31,98.465,301.0,MEDIUM,10.0,Haas F1 Team,31.2,False,2.3,4,39.0,89.841,1.095991807749246
55,97.809,327.0,MEDIUM,4.0,Williams,31.1,False,2.1,4,39.0,89.841,1.0886900190336262
63,98.383,302.0,MEDIUM,5.0,Mercedes,31.2,False,2.3,4,39.0,89.841,1.0950790841597935
81,97.688,295.0,MEDIUM,4.0,McLaren,31.2,False,2.3,4,39.0,89.841,1.0873431952004098
87,98.033,301.0,HARD,4.0,Haas F1 Team,31.1,False,2.1,4,39.0,89.841,1.0911833127413988
1,98.515,312.0,HARD,9.0,Red Bull Racing,31.1,False,2.3,4,38.0,89.841,1.0965483465233024
4,97.655,304.0,MEDIUM,9.0,McLaren,31.1,False,2.3,4,38.0,89.841,1.0869758796095326
5,98.953,301.0,HARD,6.0,Kick Sauber,31.1,False,2.3,4,38.0,89.841,1.1014236261840364
6,98.894,298.0,MEDIUM,13.0,Racing Bulls,31.1,False,2.3,4,38.0,89.841,1.10076691043065
7,98.298,303.0,MEDIUM,10.0,Alpine,31.1,False,2.3,4,38.0,89.841,1.0941329682438976
10,98.112,295.0,MEDIUM,9.0,Alpine,31.1,False,2.3,4,38.0,89.841,1.092062644004408
12,98.331,327.0,MEDIUM,7.0,Mercedes,31.1,False,2.3,4,38.0,89.841,1.0945002838347748
14,97.955,323.0,MEDIUM,3.0,Aston Martin,31.1,False,2.3,4,38.0,89.841,1.0903151122538708
16,96.876,298.0,MEDIUM,2.0,Ferrari,31.1,False,2.3,4,38.0,89.841,1.078305005509734
18,99.515,299.0,MEDIUM,7.0,Aston Martin,31.1,False,2.3,4,38.0,89.841,1.1076791220044302
22,98.914,296.0,MEDIUM,8.0,Red Bull Racing,31.1,False,2.3,4,38.0,89.841,1.1009895259402724
23,98.209,305.0,HARD,3.0,Williams,31.1,False,2.3,4,38.0,89.841,1.0931423292260773
27,99.402,299.0,MEDIUM,14.0,Kick Sauber,31.1,False,2.3,4,38.0,89.841,1.1064213443750628
30,98.942,306.0,HARD,5.0,Racing Bulls,31.1,False,2.3,4,38.0,89.841,1.1013011876537437
31,98.4,305.0,MEDIUM,11.0,Haas F1 Team,31.1,False,2.3,4,38.0,89.841,1.0952683073429728
44,96.798,319.0,MEDIUM,2.0,Ferrari,31.1,False,2.3,4,38.0,89.841,1.077436805022206
55,98.259,304.0,MEDIUM,5.0,Williams,31.1,False,2.3,4,38.0,89.841,1.0936988680001336
63,98.162,304.0,MEDIUM,6.0,Mercedes,31.1,False,2.3,4,38.0,89.841,1.0926191827784644
81,97.891,297.0,MEDIUM,5.0,McLaren,31.1,False,2.3,4,38.0,89.841,1.0896027426230788
87,98.516,303.0,HARD,5.0,Haas F1 Team,31.1,False,2.3,4,38.0,89.841,1.0965594772987834
1,100.427,299.0,HARD,10.0,Red Bull Racing,31.0,False,2.2,4,37.0,89.841,1.1178303892432186
4,97.926,303.0,MEDIUM,10.0,McLaren,31.0,False,2.2,4,37.0,89.841,1.0899923197649182
5,98.764,299.0,HARD,7.0,Kick Sauber,31.0,False,2.2,4,37.0,89.841,1.0993199096181032
6,98.873,308.0,MEDIUM,14.0,Racing Bulls,31.0,False,2.2,4,37.0,89.841,1.1005331641455462
7,99.266,298.0,MEDIUM,11.0,Alpine,31.0,False,2.2,4,37.0,89.841,1.1049075589096293
10,98.441,288.0,MEDIUM,10.0,Alpine,31.0,False,2.2,4,37.0,89.841,1.095724669137699
12,98.895,322.0,MEDIUM,8.0,Mercedes,31.0,False,2.2,4,37.0,89.841,1.1007780412061308
14,98.474,289.0,MEDIUM,4.0,Aston Martin,31.0,False,2.2,4,37.0,89.841,1.0960919847285762
16,97.206,291.0,MEDIUM,3.0,Ferrari,31.0,False,2.2,4,37.0,89.841,1.0819781614185062
18,98.667,315.0,MEDIUM,8.0,Aston Martin,31.0,False,2.2,4,37.0,89.841,1.0982402243964338
22,98.351,299.0,MEDIUM,9.0,Red Bull Racing,31.0,False,2.2,4,37.0,89.841,1.0947228993443974
23,97.673,323.0,HARD,4.0,Williams,31.0,False,2.2,4,37.0,89.841,1.0871762335681927
27,99.772,294.0,MEDIUM,15.0,Kick Sauber,31.0,False,2.2,4,37.0,89.841,1.11053973130308
30,98.845,299.0,HARD,6.0,Racing Bulls,31.0,False,2.2,4,37.0,89.841,1.1002215024320745
31,98.619,301.0,MEDIUM,12.0,Haas F1 Team,31.0,False,2.2,4,37.0,89.841,1.0977059471733397
44,97.326,299.0,MEDIUM,3.0,Ferrari,31.0,False,2.2,4,37.0,89.841,1.0833138544762413
55,98.427,304.0,MEDIUM,6.0,Williams,31.0,False,2.2,4,37.0,89.841,1.0955688382809632
63,98.148,303.0,MEDIUM,7.0,Mercedes,31.0,False,2.2,4,37.0,89.841,1.0924633519217284
81,97.504,297.0,MEDIUM,6.0,McLaren,31.1,False,2.3,4,37.0,89.841,1.0852951325118823
87,98.626,319.0,HARD,6.0,Haas F1 Team,31.0,False,2.2,4,37.0,89.841,1.0977838626017076
1,98.948,317.0,HARD,11.0,Red Bull Racing,31.1,False,1.8,4,36.0,89.841,1.1013679723066305
4,97.983,304.0,MEDIUM,11.0,McLaren,31.1,False,1.8,4,36.0,89.841,1.0906267739673425
5,99.32,302.0,HARD,8.0,Kick Sauber,31.2,False,1.1,4,36.0,89.841,1.1055086207856102
6,100.764,310.0,MEDIUM,15.0,Racing Bulls,31.2,False,1.1,4,36.0,89.841,1.1215814605803587
7,98.973,316.0,MEDIUM,12.0,Alpine,31.1,False,1.8,4,36.0,89.841,1.1016462416936588
10,98.193,291.0,MEDIUM,11.0,Alpine,31.1,False,1.8,4,36.0,89.841,1.0929642368183792
12,98.68,307.0,MEDIUM,9.0,Mercedes,31.1,False,1.8,4,36.0,89.841,1.0983849244776884
14,99.001,295.0,MEDIUM,5.0,Aston Martin,31.2,False,1.1,4,36.0,89.841,1.1019579034071305
16,97.393,302.0,MEDIUM,4.0,Ferrari,31.1,False,1.8,4,36.0,89.841,1.084059616433477
18,99.226,301.0,MEDIUM,9.0,Aston Martin,31.2,False,1.1,4,36.0,89.841,1.1044623278903842
22,98.68,299.0,MEDIUM,10.0,Red Bull Racing,31.1,False,1.8,4,36.0,89.841,1.0983849244776884
23,98.047,306.0,HARD,5.0,Williams,31.2,False,1.1,4,36.0,89.841,1.0913391435981346
27,99.525,302.0,MEDIUM,16.0,Kick Sauber,31.2,False,1.1,4,36.0,89.841,1.1077904297592414
30,99.003,302.0,HARD,7.0,Racing Bulls,31.2,False,1.1,4,36.0,89.841,1.1019801649580927
31,98.787,303.0,MEDIUM,13.0,Haas F1 Team,31.1,False,1.8,4,36.0,89.841,1.0995759174541693
44,98.43,317.0,MEDIUM,4.0,Ferrari,31.1,False,1.8,4,36.0,89.841,1.0956022306074065
55,98.718,308.0,MEDIUM,7.0,Williams,31.2,False,1.1,4,36.0,89.841,1.0988078939459713
63,97.841,304.0,MEDIUM,8.0,Mercedes,31.1,False,1.8,4,36.0,89.841,1.089046203849022
81,97.712,299.0,MEDIUM,7.0,McLaren,31.1,False,1.8,4,36.0,89.841,1.0876103338119567
87,98.636,328.0,HARD,7.0,Haas F1 Team,31.2,False,1.1,4,36.0,89.841,1.0978951703565187
1,100.076,300.0,HARD,12.0,Red Bull Racing,31.2,False,0.7,4,35.0,89.841,1.1139234870493426
4,97.787,304.0,MEDIUM,12.0,McLaren,31.2,False,0.7,4,35.0,89.841,1.0884451419730414
5,99.167,301.0,HARD,9.0,Kick Sauber,31.2,False,0.7,4,35.0,89.841,1.1038056121369977
6,99.442,301.0,MEDIUM,16.0,Racing Bulls,31.2,False,0.7,4,35.0,89.841,1.1068665753943077
7,99.897,320.0,MEDIUM,13.0,Alpine,31.2,False,0.7,4,35.0,89.841,1.111931078238221
10,98.346,288.0,MEDIUM,12.0,Alpine,31.2,False,0.7,4,35.0,89.841,1.094667245466992
12,98.897,305.0,MEDIUM,10.0,Mercedes,31.2,False,0.7,4,35.0,89.841,1.1008003027570932
14,98.549,291.0,MEDIUM,6.0,Aston Martin,31.2,False,0.7,4,35.0,89.841,1.0969267928896607
16,97.363,305.0,MEDIUM,5.0,Ferrari,31.2,False,0.7,4,35.0,89.841,1.083725693169043
18,99.091,300.0,MEDIUM,10.0,Aston Martin,31.2,False,0.7,4,35.0,89.841,1.1029596732004319
22,98.713,298.0,MEDIUM,11.0,Red Bull Racing,31.2,False,0.7,4,35.0,89.841,1.0987522400685656
23,98.474,304.0,HARD,6.0,Williams,31.2,False,0.7,4,35.0,89.841,1.0960919847285762
27,99.39,301.0,MEDIUM,17.0,Kick Sauber,31.2,False,0.7,4,35.0,89.841,1.1062877750692892
30,99.063,295.0,HARD,8.0,Racing Bulls,31.2,False,0.7,4,35.0,89.841,1.1026480114869603
31,98.632,301.0,MEDIUM,14.0,Haas F1 Team,31.2,False,0.7,4,35.0,89.841,1.0978506472545944
44,98.01,336.0,MEDIUM,5.0,Ferrari,31.2,False,0.7,4,35.0,89.841,1.090927304905333
55,98.555,307.0,MEDIUM,8.0,Williams,31.2,False,0.7,4,35.0,89.841,1.0969935775425474
63,97.806,303.0,MEDIUM,9.0,Mercedes,31.2,False,0.7,4,35.0,89.841,1.0886566267071827
81,97.142,298.0,MEDIUM,8.0,McLaren,31.2,False,0.7,4,35.0,89.841,1.081265791787714
87,98.566,298.0,HARD,8.0,Haas F1 Team,31.2,False,0.7,4,35.0,89.841,1.09711601607284
1,98.433,321.0,HARD,13.0,Red Bull Racing,31.1,False,2.0,4,34.0,89.841,1.09563562293385
4,98.134,304.0,MEDIUM,13.0,McLaren,31.2,False,1.7,4,34.0,89.841,1.0923075210649926
5,99.252,304.0,HARD,10.0,Kick Sauber,31.1,False,2.0,4,34.0,89.841,1.1047517280528936
6,100.365,302.0,MEDIUM,17.0,Racing Bulls,31.1,False,2.0,4,34.0,89.841,1.1171402811633886
7,98.842,313.0,MEDIUM,14.0,Alpine,31.1,False,2.0,4,34.0,89.841,1.1001881101056312
10,98.616,289.0,MEDIUM,13.0,Alpine,31.1,False,2.0,4,34.0,89.841,1.0976725548468962
12,98.744,306.0,MEDIUM,11.0,Mercedes,31.1,False,2.0,4,34.0,89.841,1.0990972941084807
14,98.508,297.0,MEDIUM,7.0,Aston Martin,31.1,False,2.0,4,34.0,89.841,1.0964704310949345
16,97.666,302.0,MEDIUM,6.0,Ferrari,31.2,False,1.7,4,34.0,89.841,1.0870983181398248
18,99.143,300.0,MEDIUM,11.0,Aston Martin,31.1,False,2.0,4,34.0,89.841,1.1035384735254505
22,98.888,298.0,MEDIUM,12.0,Red Bull Racing,31.1,False,2.0,4,34.0,89.841,1.100700125777763
23,97.884,328.0,HARD,7.0,Williams,31.1,False,2.0,4,34.0,89.841,1.0895248271947107
27,99.462,298.0,MEDIUM,18.0,Kick Sauber,31.1,False,2.0,4,34.0,89.841,1.1070891909039304
30,99.189,300.0,HARD,9.0,Racing Bulls,31.1,False,2.0,4,34.0,89.841,1.1040504891975824
31,98.918,302.0,MEDIUM,15.0,Haas F1 Team,31.1,False,2.0,4,34.0,89.841,1.1010340490421968
44,97.924,300.0,MEDIUM,6.0,Ferrari,31.1,False,2.0,4,34.0,89.841,1.089970058213956
55,98.631,307.0,MEDIUM,9.0,Williams,31.1,False,2.0,4,34.0,89.841,1.0978395164791133
63,98.018,304.0,MEDIUM,10.0,Mercedes,31.2,False,1.7,4,34.0,89.841,1.091016351109182
81,97.933,298.0,MEDIUM,9.0,McLaren,31.2,False,1.7,4,34.0,89.841,1.090070235193286
87,98.505,302.0,HARD,9.0,Haas F1 Team,31.1,False,2.0,4,34.0,89.841,1.096437038768491
1,98.871,298.0,HARD,14.0,Red Bull Racing,31.1,False,1.9,4,33.0,89.841,1.1005109025945838
4,97.983,304.0,MEDIUM,14.0,McLaren,31.1,False,1.9,4,33.0,89.841,1.0906267739673425
5,99.787,300.0,HARD,11.0,Kick Sauber,31.1,False,2.4,4,33.0,89.841,1.110706692935297
6,99.522,304.0,MEDIUM,18.0,Racing Bulls,31.1,False,2.4,4,33.0,89.841,1.107757037432798
7,99.422,297.0,MEDIUM,15.0,Alpine,31.1,False,1.9,4,33.0,89.841,1.1066439598846851
10,98.44,289.0,MEDIUM,14.0,Alpine,31.1,False,1.9,4,33.0,89.841,1.0957135383622179
12,98.642,305.0,MEDIUM,12.0,Mercedes,31.1,False,1.9,4,33.0,89.841,1.0979619550094055
14,98.759,296.0,MEDIUM,8.0,Aston Martin,31.1,False,2.4,4,33.0,89.841,1.0992642557406975
16,98.013,327.0,MEDIUM,7.0,Ferrari,31.1,False,1.9,4,33.0,89.841,1.0909606972317762
18,98.927,297.0,MEDIUM,12.0,Aston Martin,31.1,False,2.4,4,33.0,89.841,1.101134226021527
22,99.031,295.0,MEDIUM,13.0,Red Bull Racing,31.1,False,1.9,4,33.0,89.841,1.1022918266715644
23,98.023,301.0,HARD,8.0,Williams,31.1,False,2.4,4,33.0,89.841,1.0910720049865874
27,99.521,299.0,MEDIUM,19.0,Kick Sauber,31.1,False,2.4,4,33.0,89.841,1.107745906657317
30,99.035,300.0,HARD,10.0,Racing Bulls,31.1,False,2.4,4,33.0,89.841,1.1023363497734888
31,98.84,302.0,MEDIUM,16.0,Haas F1 Team,31.1,False,1.9,4,33.0,89.841,1.1001658485546688
44,98.526,328.0,MEDIUM,7.0,Ferrari,31.1,False,1.9,4,33.0,89.841,1.0966707850535946
55,98.782,306.0,MEDIUM,10.0,Williams,31.1,False,1.9,4,33.0,89.841,1.0995202635767634
63,97.784,304.0,MEDIUM,11.0,Mercedes,31.1,False,1.9,4,33.0,89.841,1.088411749646598
81,97.634,298.0,MEDIUM,10.0,McLaren,31.1,False,1.9,4,33.0,89.841,1.0867421333244287
87,98.69,300.0,HARD,10.0,Haas F1 Team,31.1,False,1.9,4,33.0,89.841,1.0984962322324996
1,99.492,298.0,HARD,15.0,Red Bull Racing,31.1,False,2.1,4,32.0,89.841,1.1074231141683641
4,99.29,303.0,MEDIUM,15.0,McLaren,31.1,False,2.1,4,32.0,89.841,1.1051746975211765
5,99.358,301.0,HARD,12.0,Kick Sauber,31.1,False,2.1,4,32.0,89.841,1.105931590253893
6,99.795,298.0,MEDIUM,19.0,Racing Bulls,31.1,False,2.1,4,32.0,89.841,1.1107957391391459
7,99.323,298.0,MEDIUM,16.0,Alpine,31.1,False,2.1,4,32.0,89.841,1.1055420131120535
10,98.695,286.0,MEDIUM,15.0,Alpine,31.1,False,2.1,4,32.0,89.841,1.0985518861099053
12,99.729,302.0,MEDIUM,13.0,Mercedes,31.1,False,2.1,4,32.0,89.841,1.1100611079573914
14,99.199,298.0,MEDIUM,9.0,Aston Martin,31.1,False,2.1,4,32.0,89.841,1.1041617969523938
16,97.452,310.0,MEDIUM,8.0,Ferrari,31.1,False,2.1,4,32.0,89.841,1.0847163321868636
18,99.458,295.0,MEDIUM,13.0,Aston Martin,31.1,False,2.1,4,32.0,89.841,1.1070446678020058
22,99.067,294.0,MEDIUM,14.0,Red Bull Racing,31.1,False,2.1,4,32.0,89.841,1.1026925345888847
23,98.591,305.0,HARD,9.0,Williams,31.1,False,2.1,4,32.0,89.841,1.097394285459868
27,99.6,306.0,MEDIUM,20.0,Kick Sauber,31.1,False,2.1,4,32.0,89.841,1.1086252379203259
30,99.146,301.0,HARD,11.0,Racing Bulls,31.1,False,2.1,4,32.0,89.841,1.103571865851894
31,99.405,299.0,MEDIUM,17.0,Haas F1 Team,31.1,False,2.1,4,32.0,89.841,1.106454736701506
44,97.663,328.0,MEDIUM,8.0,Ferrari,31.1,False,2.1,4,32.0,89.841,1.0870649258133815
55,99.068,304.0,MEDIUM,11.0,Williams,31.1,False,2.1,4,32.0,89.841,1.102703665364366
63,98.076,302.0,MEDIUM,12.0,Mercedes,31.1,False,2.1,4,32.0,89.841,1.0916619360870872
81,97.811,296.0,MEDIUM,11.0,McLaren,31.1,False,2.1,4,32.0,89.841,1.0887122805845886
87,98.967,299.0,HARD,11.0,Haas F1 Team,31.1,False,2.1,4,32.0,89.841,1.101579457040772
4,98.215,304.0,MEDIUM,16.0,McLaren,31.1,False,2.2,4,31.0,89.841,1.0932091138789641
5,99.765,303.0,HARD,13.0,Kick Sauber,30.8,False,2.0,4,31.0,89.841,1.1104618158747122
6,99.588,303.0,MEDIUM,20.0,Racing Bulls,30.8,False,2.0,4,31.0,89.841,1.1084916686145523
7,99.752,299.0,MEDIUM,17.0,Alpine,30.8,False,2.0,4,31.0,89.841,1.1103171157934573
10,98.898,286.0,MEDIUM,16.0,Alpine,30.8,False,2.0,4,31.0,89.841,1.1008114335325743
12,99.193,305.0,MEDIUM,14.0,Mercedes,30.8,False,2.0,4,31.0,89.841,1.104095012299507
14,98.311,327.0,MEDIUM,10.0,Aston Martin,30.8,False,2.0,4,31.0,89.841,1.0942776683251523
16,97.476,297.0,MEDIUM,9.0,Ferrari,31.1,False,2.2,4,31.0,89.841,1.0849834707984105
18,99.265,303.0,MEDIUM,14.0,Aston Martin,30.8,False,2.0,4,31.0,89.841,1.1048964281341482
22,99.367,297.0,MEDIUM,15.0,Red Bull Racing,30.8,False,2.0,4,31.0,89.841,1.1060317672332232
23,98.698,305.0,HARD,10.0,Williams,30.8,False,2.0,4,31.0,89.841,1.0985852784363486
27,100.521,288.0,MEDIUM,21.0,Kick Sauber,30.8,False,2.0,4,31.0,89.841,1.1188766821384446
30,99.321,322.0,HARD,12.0,Racing Bulls,30.8,False,2.0,4,31.0,89.841,1.1055197515610913
31,99.882,301.0,MEDIUM,18.0,Haas F1 Team,30.8,False,2.0,4,31.0,89.841,1.1117641166060042
44,97.385,327.0,MEDIUM,9.0,Ferrari,30.8,False,2.0,4,31.0,89.841,1.083970570229628
55,99.212,308.0,MEDIUM,12.0,Williams,30.8,False,2.0,4,31.0,89.841,1.1043064970336485
63,98.045,304.0,MEDIUM,13.0,Mercedes,31.1,False,2.2,4,31.0,89.841,1.0913168820471724
81,97.39,299.0,MEDIUM,12.0,McLaren,31.1,False,2.2,4,31.0,89.841,1.0840262241070335
87,98.77,302.0,HARD,12.0,Haas F1 Team,30.8,False,2.0,4,31.0,89.841,1.0993866942709898
4,97.97,304.0,MEDIUM,17.0,McLaren,30.9,False,2.3,4,30.0,89.841,1.0904820738860876
5,100.319,302.0,HARD,14.0,Kick Sauber,31.0,False,1.2,4,30.0,89.841,1.116628265491257
6,99.465,300.0,MEDIUM,21.0,Racing Bulls,31.0,False,1.2,4,30.0,89.841,1.1071225832303737
7,99.521,296.0,MEDIUM,18.0,Alpine,30.9,False,2.3,4,30.0,89.841,1.107745906657317
10,98.752,291.0,MEDIUM,17.0,Alpine,30.9,False,2.3,4,30.0,89.841,1.0991863403123296
14,98.679,302.0,MEDIUM,11.0,Aston Martin,31.0,False,1.2,4,30.0,89.841,1.0983737937022073
16,97.947,297.0,MEDIUM,10.0,Ferrari,30.9,False,2.3,4,30.0,89.841,1.0902260660500218
18,99.457,299.0,MEDIUM,15.0,Aston Martin,31.0,False,1.2,4,30.0,89.841,1.1070335370265247
22,99.528,298.0,MEDIUM,16.0,Red Bull Racing,30.9,False,2.3,4,30.0,89.841,1.1078238220856849
23,98.707,306.0,HARD,11.0,Williams,30.9,False,2.3,4,30.0,89.841,1.0986854554156789
30,99.316,318.0,HARD,13.0,Racing Bulls,31.0,False,1.2,4,30.0,89.841,1.1054640976836858
44,97.695,300.0,MEDIUM,10.0,Ferrari,30.9,False,2.3,4,30.0,89.841,1.0874211106287774
55,99.302,308.0,MEDIUM,13.0,Williams,30.9,False,2.3,4,30.0,89.841,1.10530826682695
63,97.929,304.0,MEDIUM,14.0,Mercedes,30.9,False,2.3,4,30.0,89.841,1.0900257120913615
81,97.579,299.0,MEDIUM,13.0,McLaren,30.9,False,2.3,4,30.0,89.841,1.0861299406729668
87,99.158,302.0,HARD,13.0,Haas F1 Team,30.9,False,2.3,4,30.0,89.841,1.1037054351576676
1,97.09,298.0,MEDIUM,2.0,Red Bull Racing,31.1,False,2.7,4,29.0,89.841,1.0806869914626953
4,97.949,304.0,MEDIUM,18.0,McLaren,31.1,False,2.7,4,29.0,89.841,1.090248327600984
5,99.87,301.0,HARD,15.0,Kick Sauber,31.1,False,2.7,4,29.0,89.841,1.1116305473002306
14,98.897,296.0,MEDIUM,12.0,Aston Martin,31.1,False,2.7,4,29.0,89.841,1.1008003027570932
16,98.105,295.0,MEDIUM,11.0,Ferrari,31.1,False,2.7,4,29.0,89.841,1.09198472857604
18,100.283,296.0,MEDIUM,16.0,Aston Martin,31.1,False,2.7,4,29.0,89.841,1.1162275575739362
22,99.387,294.0,MEDIUM,17.0,Red Bull Racing,31.1,False,2.7,4,29.0,89.841,1.1062543827428457
23,98.83,318.0,HARD,12.0,Williams,31.1,False,2.7,4,29.0,89.841,1.1000545407998576
30,100.768,323.0,HARD,14.0,Racing Bulls,31.1,False,2.7,4,29.0,89.841,1.1216259836822833
44,97.674,303.0,MEDIUM,11.0,Ferrari,31.1,False,2.7,4,29.0,89.841,1.087187364343674
55,99.236,324.0,MEDIUM,14.0,Williams,31.1,False,2.7,4,29.0,89.841,1.1045736356451956
63,97.996,301.0,MEDIUM,15.0,Mercedes,31.1,False,2.7,4,29.0,89.841,1.090771474048597
81,97.693,299.0,MEDIUM,14.0,McLaren,31.0,False,1.2,4,29.0,89.841,1.0873988490778153
87,99.019,303.0,HARD,14.0,Haas F1 Team,31.1,False,2.7,4,29.0,89.841,1.1021582573657909
1,96.167,330.0,MEDIUM,3.0,Red Bull Racing,31.2,False,1.1,4,28.0,89.841,1.0704132856936144
4,98.13,303.0,MEDIUM,19.0,McLaren,31.0,False,1.8,4,28.0,89.841,1.092262997963068
5,99.853,305.0,HARD,16.0,Kick Sauber,31.2,False,1.1,4,28.0,89.841,1.1114413241170513
12,96.69,300.0,SOFT,5.0,Mercedes,31.2,False,1.1,4,28.0,89.841,1.0762346812702441
14,98.702,296.0,MEDIUM,13.0,Aston Martin,31.2,False,1.1,4,28.0,89.841,1.0986298015382732
16,97.781,298.0,MEDIUM,12.0,Ferrari,31.0,False,1.8,4,28.0,89.841,1.0883783573201546
18,99.736,322.0,MEDIUM,17.0,Aston Martin,31.2,False,1.1,4,28.0,89.841,1.1101390233857593
22,98.71,294.0,MEDIUM,18.0,Red Bull Racing,31.2,False,1.1,4,28.0,89.841,1.0987188477421221
23,98.148,328.0,HARD,13.0,Williams,31.2,False,1.1,4,28.0,89.841,1.0924633519217284
27,97.753,287.0,MEDIUM,2.0,Kick Sauber,31.2,False,1.1,4,28.0,89.841,1.088066695606683
30,99.397,322.0,HARD,15.0,Racing Bulls,31.2,False,1.1,4,28.0,89.841,1.106365690497657
31,97.161,299.0,HARD,2.0,Haas F1 Team,31.2,False,1.1,4,28.0,89.841,1.0814772765218554
44,97.288,296.0,MEDIUM,12.0,Ferrari,31.0,False,1.8,4,28.0,89.841,1.0828908850079586
55,98.798,324.0,MEDIUM,15.0,Williams,31.2,False,1.1,4,28.0,89.841,1.0996983559844615
63,97.777,302.0,MEDIUM,16.0,Mercedes,31.0,False,1.8,4,28.0,89.841,1.08833383421823
81,97.677,297.0,MEDIUM,15.0,McLaren,31.0,False,1.8,4,28.0,89.841,1.0872207566701173
87,100.234,302.0,HARD,15.0,Haas F1 Team,31.2,False,1.1,4,28.0,89.841,1.1156821495753608
1,96.694,298.0,MEDIUM,4.0,Red Bull Racing,31.4,False,1.9,4,27.0,89.841,1.0762792043721687
4,97.736,303.0,MEDIUM,20.0,McLaren,31.3,False,1.4,4,27.0,89.841,1.0878774724235039
5,99.88,301.0,HARD,17.0,Kick Sauber,31.4,False,1.9,4,27.0,89.841,1.1117418550550417
6,96.952,298.0,HARD,2.0,Racing Bulls,31.4,False,1.9,4,27.0,89.841,1.0791509444462997
7,97.587,307.0,HARD,2.0,Alpine,31.4,False,1.9,4,27.0,89.841,1.0862189868768157
10,97.268,287.0,HARD,2.0,Alpine,31.3,False,1.4,4,27.0,89.841,1.082668269498336
12,96.69,306.0,SOFT,6.0,Mercedes,31.4,False,1.9,4,27.0,89.841,1.0762346812702441
14,98.477,297.0,MEDIUM,14.0,Aston Martin,31.4,False,1.9,4,27.0,89.841,1.0961253770550194
16,97.619,296.0,MEDIUM,13.0,Ferrari,31.3,False,1.4,4,27.0,89.841,1.0865751716922118
