DriverNumber,LapTime,SpeedST,Compound,TyreLife,Team,TrackTemp,Rainfall,WindSpeed,RoundNumber,FuelLevel,QualiBest,Target
1,96.83,245.0,INTERMEDIATE,8.0,Red Bull Racing,19.1,False,3.4,1,49.0,75.096,1.2894162139128582
4,96.278,276.0,INTERMEDIATE,8.0,McLaren,19.1,False,3.4,1,49.0,75.096,1.2820656226696496
81,97.251,257.0,INTERMEDIATE,8.0,McLaren,19.1,False,3.4,1,49.0,75.096,1.2950223713646531
1,94.315,258.0,INTERMEDIATE,9.0,Red Bull Racing,19.1,False,2.5,1,48.0,75.096,1.2559257483754127
4,94.638,281.0,INTERMEDIATE,9.0,McLaren,19.1,False,2.5,1,48.0,75.096,1.2602269095557685
5,96.663,264.0,INTERMEDIATE,9.0,Kick Sauber,19.1,False,2.5,1,48.0,75.096,1.2871923937360177
10,96.062,241.0,INTERMEDIATE,9.0,Alpine,19.1,False,2.5,1,48.0,75.096,1.2791893043570894
12,96.312,258.0,INTERMEDIATE,9.0,Mercedes,19.1,False,2.5,1,48.0,75.096,1.2825183764781078
16,94.933,263.0,INTERMEDIATE,9.0,Ferrari,19.1,False,2.5,1,48.0,75.096,1.2641552146585704
18,96.253,251.0,INTERMEDIATE,5.0,Aston Martin,19.1,False,2.5,1,48.0,75.096,1.2817327154575475
22,95.409,254.0,INTERMEDIATE,9.0,Racing Bulls,19.1,False,2.5,1,48.0,75.096,1.2704937679769894
27,96.51,242.0,INTERMEDIATE,9.0,Kick Sauber,19.1,False,2.5,1,48.0,75.096,1.2851550015979547
44,96.242,240.0,INTERMEDIATE,9.0,Ferrari,19.1,False,2.5,1,48.0,75.096,1.281586236284223
63,94.873,269.0,INTERMEDIATE,9.0,Mercedes,19.1,False,2.5,1,48.0,75.096,1.263356237349526
81,94.578,273.0,INTERMEDIATE,9.0,McLaren,19.1,False,2.5,1,48.0,75.096,1.2594279322467241
1,92.65,263.0,INTERMEDIATE,10.0,Red Bull Racing,19.1,False,4.3,1,47.0,75.096,1.2337541280494302
4,92.13,280.0,INTERMEDIATE,10.0,McLaren,19.1,False,4.3,1,47.0,75.096,1.2268296580377116
5,95.625,274.0,INTERMEDIATE,10.0,Kick Sauber,19.1,False,4.3,1,47.0,75.096,1.2733700862895494
10,95.527,255.0,INTERMEDIATE,10.0,Alpine,19.1,False,4.3,1,47.0,75.096,1.27206509001811
12,95.27,271.0,INTERMEDIATE,10.0,Mercedes,19.1,False,4.3,1,47.0,75.096,1.2686428038777031
14,95.569,254.0,INTERMEDIATE,10.0,Aston Martin,19.1,False,4.3,1,47.0,75.096,1.2726243741344412
16,93.539,260.0,INTERMEDIATE,10.0,Ferrari,19.1,False,4.3,1,47.0,75.096,1.2455923085117715
18,95.14,264.0,INTERMEDIATE,6.0,Aston Martin,19.1,False,4.3,1,47.0,75.096,1.2669116863747736
22,94.433,253.0,INTERMEDIATE,10.0,Racing Bulls,19.1,False,4.3,1,47.0,75.096,1.2574970704165336
27,95.044,259.0,INTERMEDIATE,10.0,Kick Sauber,19.1,False,4.3,1,47.0,75.096,1.2656333226803025
30,96.614,276.0,INTERMEDIATE,9.0,Red Bull Racing,19.1,False,4.3,1,47.0,75.096,1.2865398956002982
31,96.474,246.0,INTERMEDIATE,6.0,Haas F1 Team,19.1,False,4.3,1,47.0,75.096,1.284675615212528
44,95.107,246.0,INTERMEDIATE,10.0,Ferrari,19.1,False,4.3,1,47.0,75.096,1.266472248854799
63,93.587,276.0,INTERMEDIATE,10.0,Mercedes,19.1,False,4.3,1,47.0,75.096,1.246231490359007
81,92.672,280.0,INTERMEDIATE,10.0,McLaren,19.1,False,4.3,1,47.0,75.096,1.2340470863960795
87,96.411,253.0,INTERMEDIATE,6.0,Haas F1 Team,19.1,False,4.3,1,47.0,75.096,1.2838366890380313
1,92.453,272.0,INTERMEDIATE,11.0,Red Bull Racing,19.1,False,3.6,1,46.0,75.096,1.2311308192180674
4,92.189,278.0,INTERMEDIATE,11.0,McLaren,19.1,False,3.6,1,46.0,75.096,1.227615319058272
5,94.655,281.0,INTERMEDIATE,11.0,Kick Sauber,19.3,False,2.6,1,46.0,75.096,1.2604532864599978
10,94.702,261.0,INTERMEDIATE,11.0,Alpine,19.1,False,3.6,1,46.0,75.096,1.2610791520187492
12,94.678,264.0,INTERMEDIATE,11.0,Mercedes,19.3,False,2.6,1,46.0,75.096,1.2607595610951314
14,95.3,244.0,INTERMEDIATE,11.0,Aston Martin,19.1,False,3.6,1,46.0,75.096,1.2690422925322253
16,94.251,263.0,INTERMEDIATE,11.0,Ferrari,19.1,False,3.6,1,46.0,75.096,1.255073505912432
18,94.972,266.0,INTERMEDIATE,7.0,Aston Martin,19.3,False,2.6,1,46.0,75.096,1.2646745499094492
22,94.136,257.0,INTERMEDIATE,11.0,Racing Bulls,19.1,False,3.6,1,46.0,75.096,1.2535421327367635
23,94.206,252.0,INTERMEDIATE,9.0,Williams,19.1,False,3.6,1,46.0,75.096,1.2544742729306488
27,94.99,265.0,INTERMEDIATE,11.0,Kick Sauber,19.3,False,2.6,1,46.0,75.096,1.2649142431021625
30,95.174,269.0,INTERMEDIATE,10.0,Red Bull Racing,19.3,False,2.6,1,46.0,75.096,1.2673644401832322
31,95.696,243.0,INTERMEDIATE,7.0,Haas F1 Team,19.3,False,2.6,1,46.0,75.096,1.2743155427719186
44,94.299,258.0,INTERMEDIATE,11.0,Ferrari,19.1,False,3.6,1,46.0,75.096,1.2557126877596676
63,93.347,281.0,INTERMEDIATE,11.0,Mercedes,19.1,False,3.6,1,46.0,75.096,1.2430355811228293
81,91.959,271.0,INTERMEDIATE,11.0,McLaren,19.1,False,3.6,1,46.0,75.096,1.224552572706935
87,95.416,250.0,INTERMEDIATE,7.0,Haas F1 Team,19.3,False,2.6,1,46.0,75.096,1.2705869819963778
1,91.591,274.0,INTERMEDIATE,12.0,Red Bull Racing,19.3,False,3.1,1,45.0,75.096,1.2196521785447958
4,91.778,284.0,INTERMEDIATE,12.0,McLaren,19.3,False,3.1,1,45.0,75.096,1.2221423244913179
5,94.382,270.0,INTERMEDIATE,12.0,Kick Sauber,19.3,False,3.1,1,45.0,75.096,1.2568179397038457
10,94.227,262.0,INTERMEDIATE,12.0,Alpine,19.3,False,3.1,1,45.0,75.096,1.2547539149888143
12,95.385,270.0,INTERMEDIATE,12.0,Mercedes,19.3,False,3.1,1,45.0,75.096,1.2701741770533717
14,94.076,263.0,INTERMEDIATE,12.0,Aston Martin,19.3,False,3.1,1,45.0,75.096,1.252743155427719
16,93.536,268.0,INTERMEDIATE,12.0,Ferrari,19.3,False,3.1,1,45.0,75.096,1.2455523596463194
18,94.426,278.0,INTERMEDIATE,8.0,Aston Martin,19.3,False,3.1,1,45.0,75.096,1.257403856397145
22,93.273,263.0,INTERMEDIATE,12.0,Racing Bulls,19.3,False,3.1,1,45.0,75.096,1.242050175775008
23,93.713,255.0,INTERMEDIATE,10.0,Williams,19.3,False,3.1,1,45.0,75.096,1.2479093427080004
27,94.989,268.0,INTERMEDIATE,12.0,Kick Sauber,19.3,False,3.1,1,45.0,75.096,1.2649009268136784
30,94.064,261.0,INTERMEDIATE,11.0,Red Bull Racing,19.3,False,3.1,1,45.0,75.096,1.2525833599659102
44,93.255,266.0,INTERMEDIATE,12.0,Ferrari,19.3,False,3.1,1,45.0,75.096,1.2418104825822947
63,92.803,278.0,INTERMEDIATE,12.0,Mercedes,19.3,False,3.1,1,45.0,75.096,1.2357915201874932
81,91.29,274.0,INTERMEDIATE,12.0,McLaren,19.3,False,3.1,1,45.0,75.096,1.2156439757110897
87,95.002,263.0,INTERMEDIATE,8.0,Haas F1 Team,19.3,False,3.1,1,45.0,75.096,1.2650740385639714
1,91.271,281.0,INTERMEDIATE,13.0,Red Bull Racing,19.3,False,3.3,1,44.0,75.096,1.2153909662298923
4,91.318,279.0,INTERMEDIATE,13.0,McLaren,19.3,False,3.3,1,44.0,75.096,1.2160168317886437
5,94.383,261.0,INTERMEDIATE,13.0,Kick Sauber,19.3,True,3.4,1,44.0,75.096,1.2568312559923296
10,93.275,273.0,INTERMEDIATE,13.0,Alpine,19.3,True,3.4,1,44.0,75.096,1.2420768083519762
12,93.697,261.0,INTERMEDIATE,13.0,Mercedes,19.3,True,3.4,1,44.0,75.096,1.2476962820922552
14,93.515,261.0,INTERMEDIATE,13.0,Aston Martin,19.3,True,3.4,1,44.0,75.096,1.2452727175881537
16,92.198,274.0,INTERMEDIATE,13.0,Ferrari,19.3,False,3.3,1,44.0,75.096,1.2277351656546287
18,93.899,275.0,INTERMEDIATE,9.0,Aston Martin,19.3,True,3.4,1,44.0,75.096,1.250386172366038
22,92.762,262.0,INTERMEDIATE,13.0,Racing Bulls,19.3,False,3.3,1,44.0,75.096,1.2352455523596462
23,93.153,256.0,INTERMEDIATE,11.0,Williams,19.3,True,3.4,1,44.0,75.096,1.240452221156919
27,94.064,274.0,INTERMEDIATE,13.0,Kick Sauber,19.3,True,3.4,1,44.0,75.096,1.2525833599659102
30,94.316,276.0,INTERMEDIATE,12.0,Red Bull Racing,19.3,True,3.4,1,44.0,75.096,1.2559390646638968
31,93.936,261.0,INTERMEDIATE,9.0,Haas F1 Team,19.3,True,3.4,1,44.0,75.096,1.2508788750399489
44,93.017,258.0,INTERMEDIATE,13.0,Ferrari,19.3,True,3.4,1,44.0,75.096,1.238641205923085
63,92.364,286.0,INTERMEDIATE,13.0,Mercedes,19.3,False,3.3,1,44.0,75.096,1.229945669542985
81,91.377,274.0,INTERMEDIATE,13.0,McLaren,19.3,False,3.3,1,44.0,75.096,1.216802492809204
87,94.25,271.0,INTERMEDIATE,9.0,Haas F1 Team,19.3,True,3.4,1,44.0,75.096,1.255060189623948
1,90.639,282.0,INTERMEDIATE,14.0,Red Bull Racing,19.3,True,2.8,1,43.0,75.096,1.2069750719079577
4,90.795,282.0,INTERMEDIATE,14.0,McLaren,19.3,True,2.8,1,43.0,75.096,1.2090524129114733
5,94.102,281.0,INTERMEDIATE,14.0,Kick Sauber,19.3,True,2.8,1,43.0,75.096,1.253089378928305
10,92.859,274.0,INTERMEDIATE,14.0,Alpine,19.3,True,2.8,1,43.0,75.096,1.2365372323426014
12,93.802,268.0,INTERMEDIATE,14.0,Mercedes,19.3,True,2.8,1,43.0,75.096,1.2490944923830831
14,92.664,272.0,INTERMEDIATE,14.0,Aston Martin,19.3,True,2.8,1,43.0,75.096,1.233940556088207
16,92.448,279.0,INTERMEDIATE,14.0,Ferrari,19.3,True,2.8,1,43.0,75.096,1.231064237775647
18,93.097,273.0,INTERMEDIATE,10.0,Aston Martin,19.3,True,2.8,1,43.0,75.096,1.239706509001811
22,92.434,278.0,INTERMEDIATE,14.0,Racing Bulls,19.3,True,2.8,1,43.0,75.096,1.23087780973687
23,92.717,257.0,INTERMEDIATE,12.0,Williams,19.3,True,2.8,1,43.0,75.096,1.234646319377863
27,95.018,279.0,INTERMEDIATE,14.0,Kick Sauber,19.3,True,2.8,1,43.0,75.096,1.2652870991797165
30,93.617,258.0,INTERMEDIATE,13.0,Red Bull Racing,19.3,True,2.8,1,43.0,75.096,1.2466309790135293
31,93.526,262.0,INTERMEDIATE,10.0,Haas F1 Team,19.3,True,2.8,1,43.0,75.096,1.2454191967614785
44,92.992,268.0,INTERMEDIATE,14.0,Ferrari,19.3,True,2.8,1,43.0,75.096,1.2383082987109832
63,91.856,284.0,INTERMEDIATE,14.0,Mercedes,19.3,True,2.8,1,43.0,75.096,1.2231809949930754
81,90.555,273.0,INTERMEDIATE,14.0,McLaren,19.3,True,2.8,1,43.0,75.096,1.2058565036752957
87,93.732,270.0,INTERMEDIATE,10.0,Haas F1 Team,19.3,True,2.8,1,43.0,75.096,1.2481623521891978
1,90.328,287.0,INTERMEDIATE,15.0,Red Bull Racing,19.3,False,2.3,1,42.0,75.096,1.2028337061894108
4,90.226,281.0,INTERMEDIATE,15.0,McLaren,19.3,False,2.3,1,42.0,75.096,1.2014754447640352
5,93.692,283.0,INTERMEDIATE,15.0,Kick Sauber,19.3,True,2.6,1,42.0,75.096,1.2476297006498347
10,92.744,271.0,INTERMEDIATE,15.0,Alpine,19.3,True,2.6,1,42.0,75.096,1.2350058591669328
12,92.212,290.0,INTERMEDIATE,15.0,Mercedes,19.3,True,2.6,1,42.0,75.096,1.2279215936934058
14,92.324,275.0,INTERMEDIATE,15.0,Aston Martin,19.3,True,2.6,1,42.0,75.096,1.229413018003622
16,91.846,285.0,INTERMEDIATE,15.0,Ferrari,19.3,True,2.6,1,42.0,75.096,1.2230478321082348
18,92.382,272.0,INTERMEDIATE,11.0,Aston Martin,19.3,True,2.6,1,42.0,75.096,1.2301853627356982
22,92.545,260.0,INTERMEDIATE,15.0,Racing Bulls,19.3,True,2.6,1,42.0,75.096,1.2323559177586023
23,92.733,259.0,INTERMEDIATE,13.0,Williams,19.3,True,2.6,1,42.0,75.096,1.2348593799936083
27,93.611,266.0,INTERMEDIATE,15.0,Kick Sauber,19.3,True,2.6,1,42.0,75.096,1.2465510812826248
30,93.502,258.0,INTERMEDIATE,14.0,Red Bull Racing,19.3,True,2.6,1,42.0,75.096,1.2450996058378607
31,93.703,260.0,INTERMEDIATE,11.0,Haas F1 Team,19.3,True,2.6,1,42.0,75.096,1.2477761798231597
44,92.763,270.0,INTERMEDIATE,15.0,Ferrari,19.3,True,2.6,1,42.0,75.096,1.2352588686481305
63,91.885,281.0,INTERMEDIATE,15.0,Mercedes,19.3,False,2.3,1,42.0,75.096,1.2235671673591137
81,90.343,278.0,INTERMEDIATE,15.0,McLaren,19.3,False,2.3,1,42.0,75.096,1.203033450516672
87,93.885,281.0,INTERMEDIATE,11.0,Haas F1 Team,19.3,True,2.6,1,42.0,75.096,1.2501997443272612
1,90.592,297.0,INTERMEDIATE,16.0,Red Bull Racing,19.3,True,2.2,1,41.0,75.096,1.2063492063492063
4,89.952,281.0,INTERMEDIATE,16.0,McLaren,19.3,True,2.2,1,41.0,75.096,1.197826781719399
5,94.111,283.0,INTERMEDIATE,16.0,Kick Sauber,19.3,True,2.2,1,41.0,75.096,1.2532092255246619
10,92.445,270.0,INTERMEDIATE,16.0,Alpine,19.3,True,2.2,1,41.0,75.096,1.2310242889101948
12,97.326,294.0,INTERMEDIATE,16.0,Mercedes,19.3,True,2.2,1,41.0,75.096,1.2960210930009586
14,92.521,258.0,INTERMEDIATE,16.0,Aston Martin,19.3,True,2.2,1,41.0,75.096,1.2320363268349845
16,91.832,288.0,INTERMEDIATE,16.0,Ferrari,19.3,True,2.2,1,41.0,75.096,1.2228614040694576
18,92.554,275.0,INTERMEDIATE,12.0,Aston Martin,19.3,True,2.2,1,41.0,75.096,1.2324757643549589
22,92.133,271.0,INTERMEDIATE,16.0,Racing Bulls,19.3,True,2.2,1,41.0,75.096,1.226869606903164
23,92.464,267.0,INTERMEDIATE,14.0,Williams,19.3,True,2.2,1,41.0,75.096,1.2312772983913922
27,93.856,272.0,INTERMEDIATE,16.0,Kick Sauber,19.3,True,2.2,1,41.0,75.096,1.249813571961223
30,93.915,262.0,INTERMEDIATE,15.0,Red Bull Racing,19.4,True,2.6,1,41.0,75.096,1.2505992329817834
31,93.951,254.0,INTERMEDIATE,12.0,Haas F1 Team,19.4,True,2.6,1,41.0,75.096,1.2510786193672099
44,92.749,269.0,INTERMEDIATE,16.0,Ferrari,19.3,True,2.2,1,41.0,75.096,1.2350724406093532
63,91.739,288.0,INTERMEDIATE,16.0,Mercedes,19.3,True,2.2,1,41.0,75.096,1.2216229892404389
81,90.722,279.0,INTERMEDIATE,16.0,McLaren,19.3,True,2.2,1,41.0,75.096,1.2080803238521358
87,93.395,276.0,INTERMEDIATE,12.0,Haas F1 Team,19.4,True,2.6,1,41.0,75.096,1.2436747629700649
1,93.392,285.0,INTERMEDIATE,17.0,Red Bull Racing,19.4,True,2.6,1,40.0,75.096,1.2436348141046127
4,90.264,284.0,INTERMEDIATE,17.0,McLaren,19.4,True,2.6,1,40.0,75.096,1.20198146372643
5,94.756,284.0,INTERMEDIATE,17.0,Kick Sauber,19.4,True,3.8,1,40.0,75.096,1.2617982315968892
10,92.795,270.0,INTERMEDIATE,17.0,Alpine,19.4,True,3.8,1,40.0,75.096,1.2356849898796207
12,92.312,277.0,INTERMEDIATE,17.0,Mercedes,19.4,True,3.8,1,40.0,75.096,1.2292532225418131
14,92.966,259.0,INTERMEDIATE,17.0,Aston Martin,19.4,True,3.8,1,40.0,75.096,1.2379620752103973
16,92.502,286.0,INTERMEDIATE,17.0,Ferrari,19.4,True,3.8,1,40.0,75.096,1.231783317353787
18,93.388,275.0,INTERMEDIATE,13.0,Aston Martin,19.4,True,3.8,1,40.0,75.096,1.2435815489506765
22,92.645,279.0,INTERMEDIATE,17.0,Racing Bulls,19.4,True,3.8,1,40.0,75.096,1.2336875466070096
23,93.088,259.0,INTERMEDIATE,15.0,Williams,19.4,True,3.8,1,40.0,75.096,1.2395866624054541
27,94.817,277.0,INTERMEDIATE,17.0,Kick Sauber,19.4,True,3.8,1,40.0,75.096,1.2626105251944177
30,94.575,266.0,INTERMEDIATE,16.0,Red Bull Racing,19.4,True,3.8,1,40.0,75.096,1.259387983381272
31,94.737,268.0,INTERMEDIATE,13.0,Haas F1 Team,19.4,True,3.8,1,40.0,75.096,1.2615452221156918
44,92.83,272.0,INTERMEDIATE,17.0,Ferrari,19.4,True,3.8,1,40.0,75.096,1.2361510599765633
63,91.597,284.0,INTERMEDIATE,17.0,Mercedes,19.4,True,3.8,1,40.0,75.096,1.2197320762757002
81,90.696,283.0,INTERMEDIATE,17.0,McLaren,19.4,True,2.6,1,40.0,75.096,1.2077341003515498
87,94.527,263.0,INTERMEDIATE,13.0,Haas F1 Team,19.4,True,3.8,1,40.0,75.096,1.2587488015340365
1,92.169,271.0,INTERMEDIATE,18.0,Red Bull Racing,19.4,True,3.9,1,39.0,75.096,1.2273489932885906
4,90.146,283.0,INTERMEDIATE,18.0,McLaren,19.4,True,3.9,1,39.0,75.096,1.2004101416853095
5,93.892,287.0,INTERMEDIATE,18.0,Kick Sauber,19.4,True,1.9,1,39.0,75.096,1.2502929583466496
10,93.124,269.0,INTERMEDIATE,18.0,Alpine,19.4,True,3.9,1,39.0,75.096,1.2400660487908808
12,92.181,291.0,INTERMEDIATE,18.0,Mercedes,19.4,True,3.9,1,39.0,75.096,1.2275087887503995
14,92.698,259.0,INTERMEDIATE,18.0,Aston Martin,19.4,True,3.9,1,39.0,75.096,1.2343933098966655
16,92.614,282.0,INTERMEDIATE,18.0,Ferrari,19.4,True,3.9,1,39.0,75.096,1.2332747416640033
18,93.631,260.0,INTERMEDIATE,14.0,Aston Martin,19.4,True,3.9,1,39.0,75.096,1.2468174070523064
22,93.444,259.0,INTERMEDIATE,18.0,Racing Bulls,19.4,True,3.9,1,39.0,75.096,1.2443272611057845
23,92.981,252.0,INTERMEDIATE,16.0,Williams,19.4,True,3.9,1,39.0,75.096,1.2381618195376582
27,93.796,272.0,INTERMEDIATE,18.0,Kick Sauber,19.4,True,1.9,1,39.0,75.096,1.2490145946521787
30,95.002,272.0,INTERMEDIATE,17.0,Red Bull Racing,19.4,True,1.9,1,39.0,75.096,1.2650740385639714
31,95.309,263.0,INTERMEDIATE,14.0,Haas F1 Team,19.4,True,1.9,1,39.0,75.096,1.269162139128582
44,92.877,267.0,INTERMEDIATE,18.0,Ferrari,19.4,True,3.9,1,39.0,75.096,1.2367769255353147
63,91.74,279.0,INTERMEDIATE,18.0,Mercedes,19.4,True,3.9,1,39.0,75.096,1.2216363055289228
81,90.143,281.0,INTERMEDIATE,18.0,McLaren,19.4,True,3.9,1,39.0,75.096,1.2003701928198571
87,94.527,267.0,INTERMEDIATE,14.0,Haas F1 Team,19.4,True,1.9,1,39.0,75.096,1.2587488015340365
1,91.939,273.0,INTERMEDIATE,19.0,Red Bull Racing,19.4,True,1.9,1,38.0,75.096,1.2242862469372535
4,90.551,283.0,INTERMEDIATE,19.0,McLaren,19.4,True,1.9,1,38.0,75.096,1.2058032385213593
5,93.906,281.0,INTERMEDIATE,19.0,Kick Sauber,19.4,True,3.0,1,38.0,75.096,1.2504793863854267
10,92.462,268.0,INTERMEDIATE,19.0,Alpine,19.4,True,3.0,1,38.0,75.096,1.2312506658144242
12,91.942,283.0,INTERMEDIATE,19.0,Mercedes,19.4,True,3.0,1,38.0,75.096,1.2243261958027056
14,92.28,254.0,INTERMEDIATE,19.0,Aston Martin,19.4,True,3.0,1,38.0,75.096,1.2288271013103227
16,91.861,285.0,INTERMEDIATE,19.0,Ferrari,19.4,True,3.0,1,38.0,75.096,1.223247576435496
18,92.684,275.0,INTERMEDIATE,15.0,Aston Martin,19.4,True,3.0,1,38.0,75.096,1.2342068818578884
22,93.496,243.0,INTERMEDIATE,19.0,Racing Bulls,19.4,True,3.0,1,38.0,75.096,1.2450197081069563
23,93.051,255.0,INTERMEDIATE,17.0,Williams,19.4,True,3.0,1,38.0,75.096,1.2390939597315436
27,93.52,284.0,INTERMEDIATE,19.0,Kick Sauber,19.4,True,3.0,1,38.0,75.096,1.245339299030574
30,94.695,260.0,INTERMEDIATE,18.0,Red Bull Racing,19.4,True,3.0,1,38.0,75.096,1.2609859379993607
31,96.266,273.0,INTERMEDIATE,15.0,Haas F1 Team,19.4,True,3.0,1,38.0,75.096,1.2819058272078407
44,92.914,273.0,INTERMEDIATE,19.0,Ferrari,19.4,True,3.0,1,38.0,75.096,1.2372696282092255
63,92.189,277.0,INTERMEDIATE,19.0,Mercedes,19.4,True,3.0,1,38.0,75.096,1.227615319058272
81,90.816,284.0,INTERMEDIATE,19.0,McLaren,19.4,True,1.9,1,38.0,75.096,1.209332054969639
87,94.065,259.0,INTERMEDIATE,15.0,Haas F1 Team,19.4,True,3.0,1,38.0,75.096,1.2525966762543943
1,91.598,275.0,INTERMEDIATE,20.0,Red Bull Racing,19.4,True,3.7,1,37.0,75.096,1.2197453925641843
4,90.71,289.0,INTERMEDIATE,20.0,McLaren,19.4,True,3.7,1,37.0,75.096,1.207920528390327
5,93.328,288.0,INTERMEDIATE,20.0,Kick Sauber,19.4,True,2.5,1,37.0,75.096,1.242782571641632
10,92.327,275.0,INTERMEDIATE,20.0,Alpine,19.4,True,3.7,1,37.0,75.096,1.2294529668690741
12,91.319,289.0,INTERMEDIATE,20.0,Mercedes,19.4,True,2.5,1,37.0,75.096,1.2160301480771278
14,92.61,269.0,INTERMEDIATE,20.0,Aston Martin,19.4,True,3.7,1,37.0,75.096,1.233221476510067
16,91.756,284.0,INTERMEDIATE,20.0,Ferrari,19.4,True,3.7,1,37.0,75.096,1.221849366144668
18,92.58,282.0,INTERMEDIATE,16.0,Aston Martin,19.4,True,3.7,1,37.0,75.096,1.2328219878555449
22,92.549,256.0,INTERMEDIATE,20.0,Racing Bulls,19.4,True,3.7,1,37.0,75.096,1.2324091829125385
23,92.356,259.0,INTERMEDIATE,18.0,Williams,19.4,True,3.7,1,37.0,75.096,1.2298391392351122
27,93.867,278.0,INTERMEDIATE,20.0,Kick Sauber,19.4,True,2.5,1,37.0,75.096,1.2499600511345477
30,93.497,283.0,INTERMEDIATE,19.0,Red Bull Racing,19.4,True,2.5,1,37.0,75.096,1.2450330243954404
31,94.392,256.0,INTERMEDIATE,16.0,Haas F1 Team,19.4,True,2.5,1,37.0,75.096,1.2569511025886864
44,92.341,272.0,INTERMEDIATE,20.0,Ferrari,19.4,True,3.7,1,37.0,75.096,1.2296393949078512
63,91.315,281.0,INTERMEDIATE,20.0,Mercedes,19.4,True,3.7,1,37.0,75.096,1.2159768829231916
81,90.159,286.0,INTERMEDIATE,20.0,McLaren,19.4,True,3.7,1,37.0,75.096,1.2005832534356025
87,94.094,265.0,INTERMEDIATE,16.0,Haas F1 Team,19.4,True,2.5,1,37.0,75.096,1.2529828486204324
1,91.177,272.0,INTERMEDIATE,21.0,Red Bull Racing,19.4,True,2.5,1,36.0,75.096,1.2141392351123894
4,90.234,287.0,INTERMEDIATE,21.0,McLaren,19.4,True,2.5,1,36.0,75.096,1.201581975071908
5,93.35,288.0,INTERMEDIATE,21.0,Kick Sauber,19.2,True,3.8,1,36.0,75.096,1.2430755299882816
10,92.323,269.0,INTERMEDIATE,21.0,Alpine,19.2,True,3.8,1,36.0,75.096,1.229399701715138
12,91.042,284.0,INTERMEDIATE,21.0,Mercedes,19.2,True,3.8,1,36.0,75.096,1.2123415361670395
14,92.545,263.0,INTERMEDIATE,21.0,Aston Martin,19.2,True,3.8,1,36.0,75.096,1.2323559177586023
16,91.159,284.0,INTERMEDIATE,21.0,Ferrari,19.2,True,3.8,1,36.0,75.096,1.213899541919676
18,92.429,282.0,INTERMEDIATE,17.0,Aston Martin,19.2,True,3.8,1,36.0,75.096,1.2308112282944497
22,92.012,266.0,INTERMEDIATE,21.0,Racing Bulls,19.2,True,3.8,1,36.0,75.096,1.225258335996591
23,92.036,272.0,INTERMEDIATE,19.0,Williams,19.2,True,3.8,1,36.0,75.096,1.2255779269202087
27,93.22,285.0,INTERMEDIATE,21.0,Kick Sauber,19.2,True,3.8,1,36.0,75.096,1.241344412485352
30,92.883,267.0,INTERMEDIATE,20.0,Red Bull Racing,19.2,True,3.8,1,36.0,75.096,1.2368568232662192
31,93.391,267.0,INTERMEDIATE,17.0,Haas F1 Team,19.2,True,3.8,1,36.0,75.096,1.2436214978161286
44,92.079,281.0,INTERMEDIATE,21.0,Ferrari,19.2,True,3.8,1,36.0,75.096,1.2261505273250237
63,91.127,276.0,INTERMEDIATE,21.0,Mercedes,19.2,True,3.8,1,36.0,75.096,1.2134734206881856
81,89.727,286.0,INTERMEDIATE,21.0,McLaren,19.4,True,2.5,1,36.0,75.096,1.1948306168104825
87,93.818,263.0,INTERMEDIATE,17.0,Haas F1 Team,19.2,True,3.8,1,36.0,75.096,1.249307552998828
1,91.04,279.0,INTERMEDIATE,22.0,Red Bull Racing,19.2,True,3.4,1,35.0,75.096,1.2123149035900713
4,90.3,283.0,INTERMEDIATE,22.0,McLaren,19.2,True,3.4,1,35.0,75.096,1.2024608501118568
5,92.734,289.0,INTERMEDIATE,22.0,Kick Sauber,19.2,True,2.4,1,35.0,75.096,1.2348726962820922
10,92.355,280.0,INTERMEDIATE,22.0,Alpine,19.2,True,3.4,1,35.0,75.096,1.2298258229466283
12,91.887,290.0,INTERMEDIATE,22.0,Mercedes,19.2,True,2.4,1,35.0,75.096,1.2235937999360817
14,93.282,280.0,INTERMEDIATE,22.0,Aston Martin,19.2,True,2.4,1,35.0,75.096,1.2421700223713645
16,90.695,285.0,INTERMEDIATE,22.0,Ferrari,19.2,True,3.4,1,35.0,75.096,1.2077207840630657
18,94.269,284.0,INTERMEDIATE,18.0,Aston Martin,19.2,True,2.4,1,35.0,75.096,1.2553131991051454
22,91.567,267.0,INTERMEDIATE,22.0,Racing Bulls,19.2,True,3.4,1,35.0,75.096,1.219332587621178
23,92.053,278.0,INTERMEDIATE,20.0,Williams,19.2,True,3.4,1,35.0,75.096,1.225804303824438
27,93.185,282.0,INTERMEDIATE,22.0,Kick Sauber,19.2,True,2.4,1,35.0,75.096,1.2408783423884095
30,92.08,274.0,INTERMEDIATE,21.0,Red Bull Racing,19.2,True,2.4,1,35.0,75.096,1.226163843613508
31,93.533,270.0,INTERMEDIATE,18.0,Haas F1 Team,19.2,True,2.4,1,35.0,75.096,1.245512410780867
44,92.041,281.0,INTERMEDIATE,22.0,Ferrari,19.2,True,3.4,1,35.0,75.096,1.225644508362629
63,91.029,277.0,INTERMEDIATE,22.0,Mercedes,19.2,True,3.4,1,35.0,75.096,1.2121684244167465
81,90.214,280.0,INTERMEDIATE,22.0,McLaren,19.2,True,3.4,1,35.0,75.096,1.2013156493022263
