DriverNumber,LapTime,LapNumber,SpeedST,TyreLife,TrackTemp,Rainfall,Position,RoundNumber,FuelLevel,QualiBest,Target,DriverPower,TeamPace,C_INTERMEDIATE,Length,Traction,Abrasion,TrackEvolution,TyreStress,Lateral,Downforce,CompoundRating,GapAhead,GapBehind
6,110.02,15.0,309.0,5.0,25.8,0,16.0,13,29.0,100.562,1.094051430958016,1.0925548338236577,1.094053183365175,0,7004,4,3,3,5,5,2,3,3.196,7.092
10,110.22,15.0,316.0,4.0,25.8,0,11.0,13,29.0,100.562,1.0960402537737912,1.096341994734344,1.0968507496185484,0,7004,4,3,3,5,5,2,3,0.747,4.326
12,108.819,15.0,310.0,3.0,25.8,0,17.0,13,29.0,100.562,1.082108549949285,1.084573708892837,1.0833161500217654,0,7004,4,3,3,5,5,2,3,2.453,0.903
14,110.223,15.0,310.0,4.0,25.8,0,13.0,13,29.0,100.562,1.096070086116028,1.094348160425449,1.0951357984631918,0,7004,4,3,3,5,5,2,3,4.326,0.453
16,108.193,15.0,310.0,3.0,25.8,0,3.0,13,29.0,100.562,1.075883534535908,1.0803511817332088,1.081005071523716,0,7004,4,3,3,5,5,2,3,15.599,1.068
18,109.237,15.0,306.0,3.0,25.8,0,18.0,13,29.0,100.562,1.0862651896342554,1.0958223347850442,1.0951357984631918,0,7004,4,3,3,5,5,2,3,0.903,0.859
22,109.875,15.0,311.0,2.0,25.8,0,12.0,13,29.0,100.562,1.092609534416579,1.0958071838696755,1.0870170033224884,0,7004,4,3,3,5,5,2,3,19.236,3.196
23,108.611,15.0,313.0,3.0,25.8,0,6.0,13,29.0,100.562,1.0800401742208787,1.0883597823431241,1.0899718193690289,0,7004,4,3,3,5,5,2,3,1.396,0.86
27,108.769,15.0,313.0,4.0,25.8,0,9.0,13,29.0,100.562,1.0816113442453412,1.0985748091286935,1.0984866747020223,0,7004,4,3,3,5,5,2,3,1.004,1.102
30,108.668,15.0,311.0,3.0,25.8,0,8.0,13,29.0,100.562,1.080606988723375,1.0953088118053491,1.094053183365175,0,7004,4,3,3,5,5,2,3,6.731,1.004
31,111.387,15.0,302.0,9.0,26.1,0,20.0,13,29.0,100.562,1.1076450349038405,1.096348326492616,1.0965346807736014,0,7004,4,3,3,5,5,2,3,7.092,100.0
43,109.709,15.0,320.0,3.0,25.8,0,15.0,13,29.0,100.562,1.0909588114794853,1.1009335778891176,1.0968507496185484,0,7004,4,3,3,5,5,2,3,1.068,2.453
44,108.587,15.0,310.0,4.0,25.8,0,7.0,13,29.0,100.562,1.0798015154829856,1.0813378035923007,1.081005071523716,0,7004,4,3,3,5,5,2,3,0.86,6.731
55,109.04,15.0,310.0,3.0,25.8,0,19.0,13,29.0,100.562,1.0843061991607168,1.0907488116898687,1.0899718193690289,0,7004,4,3,3,5,5,2,3,0.859,100.0
63,108.518,15.0,317.0,3.0,25.8,0,5.0,13,29.0,100.562,1.0791153716115431,1.082307011781026,1.0833161500217654,0,7004,4,3,3,5,5,2,3,0.63,1.396
81,109.089,15.0,310.0,3.0,25.8,0,1.0,13,29.0,100.562,1.0847934607505818,1.077153962090554,1.0770376449943158,0,7004,4,3,3,5,5,2,3,100.0,15.599
87,110.255,15.0,312.0,4.0,25.8,0,14.0,13,29.0,100.562,1.096388297766552,1.0966450061230568,1.0965346807736014,0,7004,4,3,3,5,5,2,3,0.453,1.068
1,107.574,16.0,312.0,4.0,26.3,0,4.0,13,28.0,100.562,1.0697281279210835,1.0760447744453667,1.0870170033224884,0,7004,4,3,3,5,5,2,3,1.036,0.987
4,107.849,16.0,311.0,3.0,26.3,0,2.0,13,28.0,100.562,1.072462759292775,1.0767611289386125,1.0770376449943158,0,7004,4,3,3,5,5,2,1,8.953,5.75
5,108.832,16.0,314.0,4.0,26.3,0,10.0,13,28.0,100.562,1.0822378234323105,1.098393489329892,1.0984866747020223,0,7004,4,3,3,5,5,2,3,0.701,2.599
6,110.008,16.0,310.0,6.0,26.3,0,16.0,13,28.0,100.562,1.0939321015890695,1.0925548338236577,1.094053183365175,0,7004,4,3,3,5,5,2,3,1.02,0.543
10,109.962,16.0,315.0,5.0,26.3,0,11.0,13,28.0,100.562,1.0934746723414412,1.096341994734344,1.0968507496185484,0,7004,4,3,3,5,5,2,3,2.599,3.467
12,109.928,16.0,313.0,4.0,26.3,0,17.0,13,28.0,100.562,1.0931365724627593,1.084573708892837,1.0833161500217654,0,7004,4,3,3,5,5,2,3,0.543,1.321
14,109.87,16.0,309.0,5.0,26.3,0,13.0,13,28.0,100.562,1.0925598138461845,1.094348160425449,1.0951357984631918,0,7004,4,3,3,5,5,2,3,0.862,0.485
16,107.507,16.0,310.0,4.0,26.3,0,3.0,13,28.0,100.562,1.069061872277799,1.0803511817332088,1.081005071523716,0,7004,4,3,3,5,5,2,3,5.75,1.036
18,109.318,16.0,313.0,4.0,26.3,0,18.0,13,28.0,100.562,1.0870706628746445,1.0958223347850442,1.0951357984631918,0,7004,4,3,3,5,5,2,3,1.321,0.662
22,109.865,16.0,312.0,3.0,26.3,0,12.0,13,28.0,100.562,1.09251009327579,1.0958071838696755,1.0870170033224884,0,7004,4,3,3,5,5,2,3,3.467,0.862
23,107.973,16.0,313.0,4.0,26.3,0,6.0,13,28.0,100.562,1.0736958294385552,1.0883597823431241,1.0899718193690289,0,7004,4,3,3,5,5,2,3,1.489,0.836
27,108.542,16.0,314.0,5.0,26.3,0,9.0,13,28.0,100.562,1.0793540303494362,1.0985748091286935,1.0984866747020223,0,7004,4,3,3,5,5,2,3,1.105,0.701
30,108.569,16.0,311.0,4.0,26.3,0,8.0,13,28.0,100.562,1.0796225214295658,1.0953088118053491,1.094053183365175,0,7004,4,3,3,5,5,2,3,6.812,1.105
31,109.369,16.0,312.0,10.0,26.3,0,20.0,13,28.0,100.562,1.0875778126926672,1.096348326492616,1.0965346807736014,0,7004,4,3,3,5,5,2,3,9.552,100.0
43,110.201,16.0,321.0,4.0,26.3,0,15.0,13,28.0,100.562,1.0958513156062926,1.1009335778891176,1.0968507496185484,0,7004,4,3,3,5,5,2,3,0.522,1.02
44,107.992,16.0,311.0,5.0,26.3,0,7.0,13,28.0,100.562,1.073884767606054,1.0813378035923007,1.081005071523716,0,7004,4,3,3,5,5,2,3,0.836,6.812
55,109.141,16.0,311.0,4.0,26.3,0,19.0,13,28.0,100.562,1.0853105546826831,1.0907488116898687,1.0899718193690289,0,7004,4,3,3,5,5,2,3,0.662,9.552
63,107.719,16.0,316.0,4.0,26.3,0,5.0,13,28.0,100.562,1.0711700244625206,1.082307011781026,1.0833161500217654,0,7004,4,3,3,5,5,2,3,0.987,1.489
81,107.694,16.0,310.0,4.0,26.3,0,1.0,13,28.0,100.562,1.0709214216105487,1.077153962090554,1.0770376449943158,0,7004,4,3,3,5,5,2,3,100.0,8.953
87,109.864,16.0,313.0,5.0,26.3,0,14.0,13,28.0,100.562,1.0925001491617112,1.0966450061230568,1.0965346807736014,0,7004,4,3,3,5,5,2,3,0.485,0.522
1,107.146,17.0,314.0,5.0,26.1,0,4.0,13,27.0,100.562,1.0654720470953245,1.0760447744453667,1.0870170033224884,0,7004,4,3,3,5,5,2,3,1.103,1.132
4,106.917,17.0,312.0,4.0,26.1,0,2.0,13,27.0,100.562,1.0631948449712616,1.0767611289386125,1.0770376449943158,0,7004,4,3,3,5,5,2,1,9.108,5.408
5,108.38,17.0,314.0,5.0,26.1,0,10.0,13,27.0,100.562,1.077743083868658,1.098393489329892,1.0984866747020223,0,7004,4,3,3,5,5,2,3,0.991,3.729
6,110.02,17.0,312.0,7.0,26.1,0,17.0,13,27.0,100.562,1.094051430958016,1.0925548338236577,1.094053183365175,0,7004,4,3,3,5,5,2,3,0.827,0.463
10,109.167,17.0,318.0,6.0,26.1,0,11.0,13,27.0,100.562,1.085569101648734,1.096341994734344,1.0968507496185484,0,7004,4,3,3,5,5,2,3,3.729,3.37
12,108.729,17.0,314.0,5.0,26.1,0,16.0,13,27.0,100.562,1.0812135796821862,1.084573708892837,1.0833161500217654,0,7004,4,3,3,5,5,2,3,0.463,0.711
14,109.651,17.0,311.0,6.0,26.1,0,14.0,13,27.0,100.562,1.0903820528629105,1.094348160425449,1.0951357984631918,0,7004,4,3,3,5,5,2,3,0.867,0.479
16,107.211,17.0,312.0,5.0,26.1,0,3.0,13,27.0,100.562,1.0661184145104512,1.0803511817332088,1.081005071523716,0,7004,4,3,3,5,5,2,3,5.408,1.103
18,109.25,17.0,316.0,5.0,26.1,0,18.0,13,27.0,100.562,1.0863944631172808,1.0958223347850442,1.0951357984631918,0,7004,4,3,3,5,5,2,3,0.711,0.485
22,108.733,17.0,313.0,4.0,26.1,0,12.0,13,27.0,100.562,1.0812533561385016,1.0958071838696755,1.0870170033224884,0,7004,4,3,3,5,5,2,3,3.37,0.867
23,107.705,17.0,312.0,5.0,26.1,0,6.0,13,27.0,100.562,1.0710308068654164,1.0883597823431241,1.0899718193690289,0,7004,4,3,3,5,5,2,3,1.743,0.855
27,108.464,17.0,314.0,6.0,26.1,0,9.0,13,27.0,100.562,1.0785783894512837,1.0985748091286935,1.0984866747020223,0,7004,4,3,3,5,5,2,3,1.078,0.991
30,108.403,17.0,313.0,5.0,26.1,0,8.0,13,27.0,100.562,1.0779717984924724,1.0953088118053491,1.094053183365175,0,7004,4,3,3,5,5,2,3,7.389,1.078
31,108.933,17.0,315.0,11.0,26.1,0,20.0,13,27.0,100.562,1.083242178954277,1.096348326492616,1.0965346807736014,0,7004,4,3,3,5,5,2,3,9.78,100.0
43,109.645,17.0,320.0,5.0,26.1,0,15.0,13,27.0,100.562,1.0903223881784372,1.1009335778891176,1.0968507496185484,0,7004,4,3,3,5,5,2,3,0.859,0.827
44,107.844,17.0,312.0,6.0,26.1,0,7.0,13,27.0,100.562,1.0724130387223805,1.0813378035923007,1.081005071523716,0,7004,4,3,3,5,5,2,3,0.855,7.389
55,109.536,17.0,315.0,5.0,26.1,0,19.0,13,27.0,100.562,1.0892384797438397,1.0907488116898687,1.0899718193690289,0,7004,4,3,3,5,5,2,3,0.485,9.78
63,107.761,17.0,317.0,5.0,26.1,0,5.0,13,27.0,100.562,1.0715876772538335,1.082307011781026,1.0833161500217654,0,7004,4,3,3,5,5,2,3,1.132,1.743
81,107.251,17.0,311.0,5.0,26.1,0,1.0,13,27.0,100.562,1.0665161790736064,1.077153962090554,1.0770376449943158,0,7004,4,3,3,5,5,2,3,100.0,9.108
87,108.194,17.0,309.0,6.0,26.1,0,13.0,13,27.0,100.562,1.0758934786499872,1.0966450061230568,1.0965346807736014,0,7004,4,3,3,5,5,2,3,0.479,0.859
1,107.868,18.0,312.0,6.0,26.2,0,4.0,13,26.0,100.562,1.0726516974602731,1.0760447744453667,1.0870170033224884,0,7004,4,3,3,5,5,2,3,1.038,1.747
4,106.865,18.0,312.0,5.0,26.2,0,2.0,13,26.0,100.562,1.0626777510391598,1.0767611289386125,1.0770376449943158,0,7004,4,3,3,5,5,2,1,8.774,5.702
5,108.196,18.0,314.0,6.0,26.2,0,10.0,13,26.0,100.562,1.0759133668781449,1.098393489329892,1.0984866747020223,0,7004,4,3,3,5,5,2,3,0.907,4.516
6,110.018,18.0,311.0,8.0,26.2,0,18.0,13,26.0,100.562,1.094031542729858,1.0925548338236577,1.094053183365175,0,7004,4,3,3,5,5,2,3,0.828,0.404
10,108.756,18.0,317.0,7.0,26.2,0,11.0,13,26.0,100.562,1.0814820707623158,1.096341994734344,1.0968507496185484,0,7004,4,3,3,5,5,2,3,4.516,2.936
12,108.697,18.0,314.0,6.0,26.2,0,16.0,13,26.0,100.562,1.0808953680316622,1.084573708892837,1.0833161500217654,0,7004,4,3,3,5,5,2,3,0.374,0.828
14,107.878,18.0,311.0,7.0,26.2,0,14.0,13,26.0,100.562,1.072751138601062,1.094348160425449,1.0951357984631918,0,7004,4,3,3,5,5,2,3,0.978,1.332
16,106.965,18.0,312.0,6.0,26.2,0,3.0,13,26.0,100.562,1.0636721624470475,1.0803511817332088,1.081005071523716,0,7004,4,3,3,5,5,2,3,5.702,1.038
18,108.376,18.0,315.0,6.0,26.2,0,17.0,13,26.0,100.562,1.0777033074123428,1.0958223347850442,1.0951357984631918,0,7004,4,3,3,5,5,2,3,0.404,0.771
22,107.823,18.0,313.0,5.0,26.2,0,12.0,13,26.0,100.562,1.0722042123267237,1.0958071838696755,1.0870170033224884,0,7004,4,3,3,5,5,2,3,2.936,0.807
23,107.684,18.0,312.0,6.0,26.2,0,6.0,13,26.0,100.562,1.0708219804697598,1.0883597823431241,1.0899718193690289,0,7004,4,3,3,5,5,2,3,1.687,0.994
27,108.446,18.0,312.0,7.0,26.2,0,9.0,13,26.0,100.562,1.078399395397864,1.0985748091286935,1.0984866747020223,0,7004,4,3,3,5,5,2,3,1.139,0.907
30,108.235,18.0,313.0,6.0,26.2,0,8.0,13,26.0,100.562,1.076301187327221,1.0953088118053491,1.094053183365175,0,7004,4,3,3,5,5,2,3,7.948,1.139
31,108.599,18.0,314.0,12.0,26.2,0,20.0,13,26.0,100.562,1.0799208448519322,1.096348326492616,1.0965346807736014,0,7004,4,3,3,5,5,2,3,9.177,100.0
43,108.601,18.0,320.0,6.0,26.2,0,15.0,13,26.0,100.562,1.07994073308009,1.1009335778891176,1.0968507496185484,0,7004,4,3,3,5,5,2,3,1.332,0.374
44,107.648,18.0,309.0,7.0,26.2,0,7.0,13,26.0,100.562,1.0704639923629204,1.0813378035923007,1.081005071523716,0,7004,4,3,3,5,5,2,3,0.994,7.948
55,109.281,18.0,310.0,6.0,26.2,0,19.0,13,26.0,100.562,1.0867027306537262,1.0907488116898687,1.0899718193690289,0,7004,4,3,3,5,5,2,3,0.771,9.177
63,107.698,18.0,316.0,6.0,26.2,0,5.0,13,26.0,100.562,1.070961198066864,1.082307011781026,1.0833161500217654,0,7004,4,3,3,5,5,2,3,1.747,1.687
81,107.032,18.0,311.0,6.0,26.2,0,1.0,13,26.0,100.562,1.0643384180903324,1.077153962090554,1.0770376449943158,0,7004,4,3,3,5,5,2,3,100.0,8.774
87,107.878,18.0,313.0,7.0,26.2,0,13.0,13,26.0,100.562,1.072751138601062,1.0966450061230568,1.0965346807736014,0,7004,4,3,3,5,5,2,3,0.807,0.978
1,107.175,19.0,314.0,7.0,26.2,0,4.0,13,25.0,100.562,1.0657604264036118,1.0760447744453667,1.0870170033224884,0,7004,4,3,3,5,5,2,3,1.941,1.577
4,106.344,19.0,312.0,6.0,26.2,0,2.0,13,25.0,100.562,1.057496867604065,1.0767611289386125,1.0770376449943158,0,7004,4,3,3,5,5,2,1,8.607,5.802
5,108.393,19.0,316.0,7.0,26.3,0,10.0,13,25.0,100.562,1.0778723573516835,1.098393489329892,1.0984866747020223,0,7004,4,3,3,5,5,2,3,0.657,5.076
6,110.271,19.0,310.0,9.0,26.3,0,19.0,13,25.0,100.562,1.096547403591814,1.0925548338236577,1.094053183365175,0,7004,4,3,3,5,5,2,3,1.238,0.438
10,108.781,19.0,318.0,8.0,26.3,0,11.0,13,25.0,100.562,1.0817306736142878,1.096341994734344,1.0968507496185484,0,7004,4,3,3,5,5,2,3,5.076,2.003
12,108.785,19.0,316.0,7.0,26.3,0,16.0,13,25.0,100.562,1.0817704500706031,1.084573708892837,1.0833161500217654,0,7004,4,3,3,5,5,2,3,0.47,0.911
14,107.996,19.0,309.0,8.0,26.3,0,14.0,13,25.0,100.562,1.0739245440623697,1.094348160425449,1.0951357984631918,0,7004,4,3,3,5,5,2,3,0.978,2.055
16,106.786,19.0,313.0,7.0,26.2,0,3.0,13,25.0,100.562,1.0618921660269287,1.0803511817332088,1.081005071523716,0,7004,4,3,3,5,5,2,3,5.802,1.941
18,108.7,19.0,313.0,7.0,26.3,0,17.0,13,25.0,100.562,1.0809252003738987,1.0958223347850442,1.0951357984631918,0,7004,4,3,3,5,5,2,3,0.911,1.238
22,108.118,19.0,314.0,6.0,26.3,0,12.0,13,25.0,100.562,1.0751377259799924,1.0958071838696755,1.0870170033224884,0,7004,4,3,3,5,5,2,3,2.003,0.862
23,107.657,19.0,314.0,7.0,26.2,0,6.0,13,25.0,100.562,1.0705534893896302,1.0883597823431241,1.0899718193690289,0,7004,4,3,3,5,5,2,3,1.673,0.958
27,108.491,19.0,314.0,8.0,26.2,0,9.0,13,25.0,100.562,1.0788468805314135,1.0985748091286935,1.0984866747020223,0,7004,4,3,3,5,5,2,3,1.35,0.657
30,107.969,19.0,314.0,7.0,26.2,0,8.0,13,25.0,100.562,1.07365605298224,1.0953088118053491,1.094053183365175,0,7004,4,3,3,5,5,2,3,8.535,1.35
31,108.864,19.0,315.0,13.0,26.3,0,20.0,13,25.0,100.562,1.0825560350828345,1.096348326492616,1.0965346807736014,0,7004,4,3,3,5,5,2,3,8.495,100.0
43,108.833,19.0,318.0,7.0,26.3,0,15.0,13,25.0,100.562,1.0822477675463893,1.1009335778891176,1.0968507496185484,0,7004,4,3,3,5,5,2,3,2.055,0.47
44,107.995,19.0,312.0,8.0,26.2,0,7.0,13,25.0,100.562,1.0739145999482906,1.0813378035923007,1.081005071523716,0,7004,4,3,3,5,5,2,3,0.958,8.535
55,108.431,19.0,315.0,7.0,26.3,0,18.0,13,25.0,100.562,1.0782502336866808,1.0907488116898687,1.0899718193690289,0,7004,4,3,3,5,5,2,3,0.438,8.495
63,107.246,19.0,317.0,7.0,26.2,0,5.0,13,25.0,100.562,1.066466458503212,1.082307011781026,1.0833161500217654,0,7004,4,3,3,5,5,2,3,1.577,1.673
81,106.762,19.0,311.0,7.0,26.2,0,1.0,13,25.0,100.562,1.0616535072890356,1.077153962090554,1.0770376449943158,0,7004,4,3,3,5,5,2,3,100.0,8.607
87,108.097,19.0,312.0,8.0,26.3,0,13.0,13,25.0,100.562,1.074928899584336,1.0966450061230568,1.0965346807736014,0,7004,4,3,3,5,5,2,3,0.862,0.978
1,106.868,20.0,313.0,8.0,26.4,0,4.0,13,24.0,100.562,1.0627075833813966,1.0760447744453667,1.0870170033224884,0,7004,4,3,3,5,5,2,3,2.33,1.648
4,106.664,20.0,313.0,7.0,26.4,0,2.0,13,24.0,100.562,1.0606789841093058,1.0767611289386125,1.0770376449943158,0,7004,4,3,3,5,5,2,1,8.189,6.244
5,107.923,20.0,316.0,8.0,26.4,0,9.0,13,24.0,100.562,1.0731986237346116,1.098393489329892,1.0984866747020223,0,7004,4,3,3,5,5,2,3,0.559,5.464
10,108.514,20.0,319.0,9.0,26.4,0,11.0,13,24.0,100.562,1.0790755951552276,1.096341994734344,1.0968507496185484,0,7004,4,3,3,5,5,2,3,5.464,1.34
12,107.152,20.0,318.0,8.0,26.4,0,15.0,13,24.0,100.562,1.0655317117797976,1.084573708892837,1.0833161500217654,0,7004,4,3,3,5,5,2,3,0.422,0.826
14,108.199,20.0,311.0,9.0,26.4,0,14.0,13,24.0,100.562,1.0759431992203814,1.094348160425449,1.0951357984631918,0,7004,4,3,3,5,5,2,3,0.877,2.892
16,107.112,20.0,312.0,8.0,26.4,0,3.0,13,24.0,100.562,1.0651339472166423,1.0803511817332088,1.081005071523716,0,7004,4,3,3,5,5,2,3,6.244,2.33
18,108.784,20.0,315.0,8.0,26.3,0,17.0,13,24.0,100.562,1.0817605059565245,1.0958223347850442,1.0951357984631918,0,7004,4,3,3,5,5,2,3,0.826,1.407
22,108.05,20.0,315.0,7.0,26.4,0,12.0,13,24.0,100.562,1.074461526222629,1.0958071838696755,1.0870170033224884,0,7004,4,3,3,5,5,2,3,1.34,0.841
23,107.351,20.0,313.0,8.0,26.4,0,6.0,13,24.0,100.562,1.067510590481494,1.0883597823431241,1.0899718193690289,0,7004,4,3,3,5,5,2,3,2.084,1.296
27,110.047,20.0,313.0,9.0,26.4,0,10.0,13,24.0,100.562,1.0943199220381457,1.0985748091286935,1.0984866747020223,0,7004,4,3,3,5,5,2,3,1.872,0.559
30,108.364,20.0,313.0,8.0,26.4,0,8.0,13,24.0,100.562,1.0775839780433962,1.0953088118053491,1.094053183365175,0,7004,4,3,3,5,5,2,3,8.509,1.872
31,108.791,20.0,315.0,14.0,26.3,0,20.0,13,24.0,100.562,1.0818301147550764,1.096348326492616,1.0965346807736014,0,7004,4,3,3,5,5,2,3,7.526,100.0
43,109.547,20.0,318.0,8.0,26.3,0,16.0,13,24.0,100.562,1.0893478649987072,1.1009335778891176,1.0968507496185484,0,7004,4,3,3,5,5,2,3,2.892,0.422
44,108.049,20.0,311.0,9.0,26.4,0,7.0,13,24.0,100.562,1.07445158210855,1.0813378035923007,1.081005071523716,0,7004,4,3,3,5,5,2,3,1.296,8.509
55,108.683,20.0,311.0,8.0,26.3,0,18.0,13,24.0,100.562,1.080756150434558,1.0907488116898687,1.0899718193690289,0,7004,4,3,3,5,5,2,3,1.407,1.402
63,107.45,20.0,316.0,8.0,26.4,0,5.0,13,24.0,100.562,1.068495057775303,1.082307011781026,1.0833161500217654,0,7004,4,3,3,5,5,2,3,1.648,2.084
81,106.79,20.0,312.0,8.0,26.4,0,1.0,13,24.0,100.562,1.0619319424832443,1.077153962090554,1.0770376449943158,0,7004,4,3,3,5,5,2,3,100.0,8.189
87,108.002,20.0,313.0,9.0,26.4,0,13.0,13,24.0,100.562,1.0739842087468428,1.0966450061230568,1.0965346807736014,0,7004,4,3,3,5,5,2,3,0.841,0.877
1,107.072,21.0,312.0,9.0,25.8,0,4.0,13,23.0,100.562,1.0647361826534874,1.0760447744453667,1.0870170033224884,0,7004,4,3,3,5,5,2,3,2.086,2.23
4,106.544,21.0,312.0,8.0,25.8,0,2.0,13,23.0,100.562,1.0594856904198404,1.0767611289386125,1.0770376449943158,0,7004,4,3,3,5,5,2,1,8.063,6.692
5,107.735,21.0,311.0,9.0,25.8,0,9.0,13,23.0,100.562,1.0713291302877828,1.098393489329892,1.0984866747020223,0,7004,4,3,3,5,5,2,3,1.99,1.565
10,108.696,21.0,318.0,10.0,25.8,0,11.0,13,23.0,100.562,1.0808854239175831,1.096341994734344,1.0968507496185484,0,7004,4,3,3,5,5,2,3,4.49,0.876
12,107.765,21.0,310.0,9.0,25.8,0,15.0,13,23.0,100.562,1.071627453710149,1.084573708892837,1.0833161500217654,0,7004,4,3,3,5,5,2,3,2.267,1.973
14,108.244,21.0,310.0,10.0,25.8,0,14.0,13,23.0,100.562,1.076390684353931,1.094348160425449,1.0951357984631918,0,7004,4,3,3,5,5,2,3,1.074,2.267
16,106.995,21.0,313.0,9.0,25.8,0,3.0,13,23.0,100.562,1.063970485869414,1.0803511817332088,1.081005071523716,0,7004,4,3,3,5,5,2,3,6.692,2.086
18,109.092,21.0,315.0,9.0,25.8,0,17.0,13,23.0,100.562,1.0848232930928183,1.0958223347850442,1.0951357984631918,0,7004,4,3,3,5,5,2,3,0.485,1.306
22,108.434,21.0,315.0,8.0,25.8,0,12.0,13,23.0,100.562,1.0782800660289176,1.0958071838696755,1.0870170033224884,0,7004,4,3,3,5,5,2,3,0.876,0.793
23,107.431,21.0,313.0,9.0,25.8,0,6.0,13,23.0,100.562,1.068306119607804,1.0883597823431241,1.0899718193690289,0,7004,4,3,3,5,5,2,3,1.985,1.994
27,108.525,21.0,312.0,10.0,25.8,0,10.0,13,23.0,100.562,1.0791849804100953,1.0985748091286935,1.0984866747020223,0,7004,4,3,3,5,5,2,3,1.565,4.49
30,108.108,21.0,312.0,9.0,25.8,0,8.0,13,23.0,100.562,1.0750382848392035,1.0953088118053491,1.094053183365175,0,7004,4,3,3,5,5,2,3,8.824,1.99
31,108.314,21.0,314.0,15.0,25.8,0,19.0,13,23.0,100.562,1.0770867723394522,1.096348326492616,1.0965346807736014,0,7004,4,3,3,5,5,2,3,9.036,100.0
43,109.21,21.0,318.0,9.0,25.8,0,16.0,13,23.0,100.562,1.0859966985541258,1.1009335778891176,1.0968507496185484,0,7004,4,3,3,5,5,2,3,1.973,0.485
44,107.895,21.0,309.0,10.0,25.8,0,7.0,13,23.0,100.562,1.072920188540403,1.0813378035923007,1.081005071523716,0,7004,4,3,3,5,5,2,3,1.994,8.824
55,108.688,21.0,310.0,9.0,25.8,0,18.0,13,23.0,100.562,1.0808058710049522,1.0907488116898687,1.0899718193690289,0,7004,4,3,3,5,5,2,3,1.306,9.036
63,107.543,21.0,315.0,9.0,25.8,0,5.0,13,23.0,100.562,1.0694198603846383,1.082307011781026,1.0833161500217654,0,7004,4,3,3,5,5,2,3,2.23,1.985
81,106.486,21.0,312.0,9.0,25.8,0,1.0,13,23.0,100.562,1.0589089318032656,1.077153962090554,1.0770376449943158,0,7004,4,3,3,5,5,2,3,100.0,8.063
87,108.423,21.0,312.0,10.0,25.8,0,13.0,13,23.0,100.562,1.07817068077405,1.0966450061230568,1.0965346807736014,0,7004,4,3,3,5,5,2,3,0.793,1.074
1,107.124,22.0,314.0,10.0,26.0,0,4.0,13,22.0,100.562,1.0652532765855889,1.0760447744453667,1.0870170033224884,0,7004,4,3,3,5,5,2,3,2.163,2.701
4,106.44,22.0,314.0,9.0,25.8,0,2.0,13,22.0,100.562,1.0584515025556374,1.0767611289386125,1.0770376449943158,0,7004,4,3,3,5,5,2,1,8.121,7.143
5,107.648,22.0,313.0,10.0,26.0,0,9.0,13,22.0,100.562,1.0704639923629204,1.098393489329892,1.0984866747020223,0,7004,4,3,3,5,5,2,3,1.617,2.355
6,108.7,22.0,307.0,2.0,25.8,0,20.0,13,22.0,100.562,1.0809252003738987,1.0925548338236577,1.094053183365175,0,7004,4,3,3,5,5,2,1,1.402,7.526
10,108.803,22.0,319.0,11.0,26.0,0,11.0,13,22.0,100.562,1.081949444124023,1.096341994734344,1.0968507496185484,0,7004,4,3,3,5,5,2,3,4.661,0.614
12,107.487,22.0,312.0,10.0,26.0,0,15.0,13,22.0,100.562,1.0688629899962212,1.084573708892837,1.0833161500217654,0,7004,4,3,3,5,5,2,3,1.788,3.418
14,108.629,22.0,311.0,11.0,26.0,0,14.0,13,22.0,100.562,1.0802191682742983,1.094348160425449,1.0951357984631918,0,7004,4,3,3,5,5,2,3,0.895,1.788
16,107.197,22.0,313.0,10.0,26.0,0,3.0,13,22.0,100.562,1.065979196913347,1.0803511817332088,1.081005071523716,0,7004,4,3,3,5,5,2,3,7.143,2.163
18,108.093,22.0,318.0,10.0,26.0,0,16.0,13,22.0,100.562,1.0748891231280209,1.0958223347850442,1.0951357984631918,0,7004,4,3,3,5,5,2,3,0.367,0.902
22,108.742,22.0,318.0,9.0,26.0,0,12.0,13,22.0,100.562,1.0813428531652116,1.0958071838696755,1.0870170033224884,0,7004,4,3,3,5,5,2,3,0.614,0.782
23,107.63,22.0,314.0,10.0,26.0,0,6.0,13,22.0,100.562,1.0702849983095006,1.0883597823431241,1.0899718193690289,0,7004,4,3,3,5,5,2,3,1.873,2.458
27,108.172,22.0,314.0,11.0,26.0,0,10.0,13,22.0,100.562,1.0756747081402518,1.0985748091286935,1.0984866747020223,0,7004,4,3,3,5,5,2,3,2.355,4.661
30,107.703,22.0,314.0,10.0,26.0,0,8.0,13,22.0,100.562,1.0710109186372587,1.0953088118053491,1.094053183365175,0,7004,4,3,3,5,5,2,3,9.037,1.617
31,108.378,22.0,316.0,16.0,26.0,0,19.0,13,22.0,100.562,1.0777231956405005,1.096348326492616,1.0965346807736014,0,7004,4,3,3,5,5,2,3,8.662,100.0
43,109.969,22.0,319.0,10.0,26.0,0,17.0,13,22.0,100.562,1.0935442811399931,1.1009335778891176,1.0968507496185484,0,7004,4,3,3,5,5,2,3,3.418,0.367
44,107.707,22.0,311.0,11.0,26.0,0,7.0,13,22.0,100.562,1.071050695093574,1.0813378035923007,1.081005071523716,0,7004,4,3,3,5,5,2,3,2.458,9.037
