DriverNumber,LapTime,LapNumber,SpeedST,TyreLife,TrackTemp,Rainfall,Position,RoundNumber,FuelLevel,QualiBest,Target,DriverPower,TeamPace,C_INTERMEDIATE,Length,Traction,Abrasion,TrackEvolution,TyreStress,Lateral,Downforce,CompoundRating,GapAhead,GapBehind
10,98.204,56.0,295.0,28.0,30.4,0,6.0,4,1.0,89.841,1.0930866753486714,1.096341994734344,1.0968507496185484,0,5412,4,5,4,3,3,3,1,6.35,0.865
12,99.065,56.0,329.0,27.0,30.4,0,11.0,4,1.0,89.841,1.1026702730379223,1.084573708892837,1.0833161500217654,0,5412,4,5,4,3,3,3,3,0.523,0.555
14,99.318,56.0,297.0,24.0,30.4,0,17.0,4,1.0,89.841,1.105486359234648,1.094348160425449,1.0951357984631918,0,5412,4,5,4,3,3,3,1,3.274,5.209
16,97.666,56.0,306.0,24.0,30.4,0,4.0,4,1.0,89.841,1.0870983181398248,1.0803511817332088,1.081005071523716,0,5412,4,5,4,3,3,3,1,3.334,7.757
18,99.025,56.0,303.0,24.0,30.4,0,18.0,4,1.0,89.841,1.1022250420186777,1.0958223347850442,1.0951357984631918,0,5412,4,5,4,3,3,3,1,5.209,0.955
22,98.589,56.0,317.0,27.0,30.4,0,9.0,4,1.0,89.841,1.0973720239089058,1.0958071838696755,1.0870170033224884,0,5412,4,5,4,3,3,3,3,1.048,1.243
23,99.22,56.0,333.0,24.0,30.4,0,12.0,4,1.0,89.841,1.1043955432374974,1.0883597823431241,1.0899718193690289,0,5412,4,5,4,3,3,3,2,0.555,1.398
27,98.998,56.0,309.0,29.0,30.4,0,15.0,4,1.0,89.841,1.101924511080687,1.0985748091286935,1.0984866747020223,0,5412,4,5,4,3,3,3,2,1.023,3.383
30,98.395,56.0,307.0,24.0,30.4,0,13.0,4,1.0,89.841,1.095212653465567,1.0953088118053491,1.094053183365175,0,5412,4,5,4,3,3,3,3,1.398,3.271
31,98.555,56.0,301.0,29.0,30.4,0,8.0,4,1.0,89.841,1.0969935775425474,1.096348326492616,1.0965346807736014,0,5412,4,5,4,3,3,3,1,7.873,1.048
44,98.062,56.0,307.0,24.0,30.4,0,5.0,4,1.0,89.841,1.0915061052303514,1.0813378035923007,1.081005071523716,0,5412,4,5,4,3,3,3,1,7.757,6.35
63,97.844,56.0,304.0,27.0,30.4,0,2.0,4,1.0,89.841,1.0890795961754656,1.082307011781026,1.0833161500217654,0,5412,4,5,4,3,3,3,3,12.569,0.665
81,96.243,56.0,302.0,24.0,30.3,0,1.0,4,1.0,89.841,1.07125922463018,1.077153962090554,1.0770376449943158,0,5412,4,5,4,3,3,3,2,100.0,12.569
87,99.009,56.0,308.0,24.0,30.4,0,10.0,4,1.0,89.841,1.1020469496109797,1.0966450061230568,1.0965346807736014,0,5412,4,5,4,3,3,3,3,1.243,0.523
1,97.662,57.0,329.0,31.0,30.4,0,6.0,4,0.0,89.841,1.0870537950379004,1.0760447744453667,1.0870170033224884,0,5412,4,5,4,3,3,3,2,0.677,8.412
4,98.129,57.0,327.0,25.0,30.4,0,3.0,4,0.0,89.841,1.0922518671875872,1.0767611289386125,1.0770376449943158,0,5412,4,5,4,3,3,3,2,0.548,3.273
5,99.063,57.0,303.0,25.0,30.4,0,19.0,4,0.0,89.841,1.1026480114869603,1.098393489329892,1.0984866747020223,0,5412,4,5,4,3,3,3,2,1.311,100.0
6,98.496,57.0,310.0,29.0,30.4,0,16.0,4,0.0,89.841,1.096336861789161,1.0925548338236577,1.094053183365175,0,5412,4,5,4,3,3,3,1,3.169,3.808
7,99.367,57.0,301.0,29.0,30.4,0,14.0,4,0.0,89.841,1.1060317672332232,1.0882197800264461,1.0968507496185484,0,5412,4,5,4,3,3,3,1,3.687,1.21
10,99.946,57.0,299.0,29.0,30.4,0,7.0,4,0.0,89.841,1.1124764862367962,1.096341994734344,1.0968507496185484,0,5412,4,5,4,3,3,3,1,6.492,0.677
12,99.546,57.0,326.0,28.0,30.4,0,11.0,4,0.0,89.841,1.1080241760443452,1.084573708892837,1.0833161500217654,0,5412,4,5,4,3,3,3,3,0.579,0.71
14,98.75,57.0,299.0,25.0,30.4,0,17.0,4,0.0,89.841,1.0991640787613677,1.094348160425449,1.0951357984631918,0,5412,4,5,4,3,3,3,1,3.808,4.916
16,98.273,57.0,306.0,25.0,30.4,0,4.0,4,0.0,89.841,1.0938546988568694,1.0803511817332088,1.081005071523716,0,5412,4,5,4,3,3,3,1,3.273,8.153
18,98.98,57.0,304.0,25.0,30.4,0,18.0,4,0.0,89.841,1.1017241571220269,1.0958223347850442,1.0951357984631918,0,5412,4,5,4,3,3,3,1,4.916,1.311
22,98.861,57.0,305.0,28.0,30.4,0,9.0,4,0.0,89.841,1.100399594839773,1.0958071838696755,1.0870170033224884,0,5412,4,5,4,3,3,3,3,1.082,1.663
23,99.664,57.0,331.0,25.0,30.4,0,12.0,4,0.0,89.841,1.109337607551118,1.0883597823431241,1.0899718193690289,0,5412,4,5,4,3,3,3,2,0.71,0.573
27,98.823,57.0,326.0,30.0,30.4,0,15.0,4,0.0,89.841,1.0999766253714895,1.0985748091286935,1.0984866747020223,0,5412,4,5,4,3,3,3,2,1.21,3.169
30,99.672,57.0,321.0,25.0,30.4,0,13.0,4,0.0,89.841,1.109426653754967,1.0953088118053491,1.094053183365175,0,5412,4,5,4,3,3,3,3,0.573,3.687
31,99.099,57.0,301.0,30.0,30.4,0,8.0,4,0.0,89.841,1.103048719404281,1.096348326492616,1.0965346807736014,0,5412,4,5,4,3,3,3,1,8.412,1.082
44,98.438,57.0,303.0,25.0,30.4,0,5.0,4,0.0,89.841,1.0956912768112554,1.0813378035923007,1.081005071523716,0,5412,4,5,4,3,3,3,1,8.153,6.492
63,97.956,57.0,304.0,28.0,30.4,0,2.0,4,0.0,89.841,1.090326243029352,1.082307011781026,1.0833161500217654,0,5412,4,5,4,3,3,3,3,14.17,0.548
81,96.588,57.0,301.0,25.0,30.4,0,1.0,4,0.0,89.841,1.075099342171169,1.077153962090554,1.0770376449943158,0,5412,4,5,4,3,3,3,2,100.0,14.17
87,99.704,57.0,305.0,25.0,30.4,0,10.0,4,0.0,89.841,1.1097828385703632,1.0966450061230568,1.0965346807736014,0,5412,4,5,4,3,3,3,3,1.663,0.579
1,93.831,4.0,298.0,4.0,38.3,0,1.0,5,46.0,87.294,1.0748848718124957,1.0760447744453667,1.0870170033224884,0,6174,2,2,4,3,4,2,4,100.0,0.723
4,97.073,4.0,309.0,4.0,38.3,0,8.0,5,46.0,87.294,1.1120237358810456,1.0767611289386125,1.0770376449943158,0,6174,2,2,4,3,4,2,3,0.301,0.394
5,98.211,4.0,316.0,3.0,38.3,0,18.0,5,46.0,87.294,1.1250601415904873,1.098393489329892,1.0984866747020223,0,6174,2,2,4,3,4,2,3,0.503,100.0
6,97.627,4.0,328.0,4.0,38.3,0,10.0,5,46.0,87.294,1.1183701056200883,1.0925548338236577,1.094053183365175,0,6174,2,2,4,3,4,2,3,0.468,0.36
7,98.096,4.0,323.0,3.0,38.3,0,16.0,5,46.0,87.294,1.123742754370289,1.0882197800264461,1.0968507496185484,0,6174,2,2,4,3,4,2,3,0.545,0.418
12,96.284,4.0,318.0,4.0,38.3,0,5.0,5,46.0,87.294,1.10298531399638,1.084573708892837,1.0833161500217654,0,6174,2,2,4,3,4,2,4,0.278,0.619
14,98.215,4.0,314.0,5.0,38.3,0,11.0,5,46.0,87.294,1.1251059637546683,1.094348160425449,1.0951357984631918,0,6174,2,2,4,3,4,2,4,0.172,0.468
16,95.845,4.0,320.0,4.0,38.3,0,4.0,5,46.0,87.294,1.0979563314775358,1.0803511817332088,1.081005071523716,0,6174,2,2,4,3,4,2,4,0.046,0.278
18,97.99,4.0,313.0,5.0,38.3,0,14.0,5,46.0,87.294,1.1225284670194973,1.0958223347850442,1.0951357984631918,0,6174,2,2,4,3,4,2,3,0.846,0.124
23,97.386,4.0,314.0,4.0,38.3,0,9.0,5,46.0,87.294,1.1156093202281945,1.0883597823431241,1.0899718193690289,0,6174,2,2,4,3,4,2,4,0.394,0.172
27,98.025,4.0,324.0,4.0,38.3,0,15.0,5,46.0,87.294,1.1229294109560797,1.0985748091286935,1.0984866747020223,0,6174,2,2,4,3,4,2,3,0.124,0.545
30,97.713,4.0,315.0,4.0,38.3,0,12.0,5,46.0,87.294,1.119355282149976,1.0953088118053491,1.094053183365175,0,6174,2,2,4,3,4,2,4,0.36,0.266
31,98.241,4.0,314.0,3.0,38.3,0,17.0,5,46.0,87.294,1.1254038078218436,1.096348326492616,1.0965346807736014,0,6174,2,2,4,3,4,2,3,0.418,0.503
44,96.425,4.0,311.0,4.0,38.3,0,6.0,5,46.0,87.294,1.1046005452837535,1.0813378035923007,1.081005071523716,0,6174,2,2,4,3,4,2,4,0.619,0.177
55,96.814,4.0,321.0,4.0,38.3,0,7.0,5,46.0,87.294,1.109056750750338,1.0907488116898687,1.0899718193690289,0,6174,2,2,4,3,4,2,4,0.177,0.301
63,95.17,4.0,317.0,4.0,38.3,0,3.0,5,46.0,87.294,1.090223841272023,1.082307011781026,1.0833161500217654,0,6174,2,2,4,3,4,2,4,0.723,0.013
81,94.247,4.0,307.0,4.0,38.3,0,2.0,5,46.0,87.294,1.0796503768873005,1.077153962090554,1.0770376449943158,0,6174,2,2,4,3,4,2,4,0.013,0.046
87,97.923,4.0,311.0,4.0,38.3,0,13.0,5,46.0,87.294,1.1217609457694688,1.0966450061230568,1.0965346807736014,0,6174,2,2,4,3,4,2,4,0.266,0.846
1,93.716,5.0,299.0,5.0,38.3,0,1.0,5,45.0,87.294,1.0735674845922971,1.0760447744453667,1.0870170033224884,0,6174,2,2,4,3,4,2,4,100.0,1.152
4,95.525,5.0,325.0,5.0,38.3,0,8.0,5,45.0,87.294,1.0942905583430709,1.0767611289386125,1.0770376449943158,0,6174,2,2,4,3,4,2,3,0.56,0.707
5,96.931,5.0,335.0,4.0,38.3,0,18.0,5,45.0,87.294,1.1103970490526267,1.098393489329892,1.0984866747020223,0,6174,2,2,4,3,4,2,3,0.473,100.0
6,95.624,5.0,328.0,5.0,38.3,0,10.0,5,45.0,87.294,1.0954246569065458,1.0925548338236577,1.094053183365175,0,6174,2,2,4,3,4,2,3,0.881,0.12
7,96.72,5.0,331.0,4.0,38.3,0,16.0,5,45.0,87.294,1.107979929892089,1.0882197800264461,1.0968507496185484,0,6174,2,2,4,3,4,2,3,0.616,0.563
12,94.482,5.0,330.0,5.0,38.3,0,5.0,5,45.0,87.294,1.082342429032923,1.084573708892837,1.0833161500217654,0,6174,2,2,4,3,4,2,4,0.717,0.76
14,96.176,5.0,332.0,6.0,38.3,0,11.0,5,45.0,87.294,1.101748115563498,1.094348160425449,1.0951357984631918,0,6174,2,2,4,3,4,2,4,0.12,0.326
16,94.428,5.0,311.0,5.0,38.3,0,4.0,5,45.0,87.294,1.0817238298164822,1.0803511817332088,1.081005071523716,0,6174,2,2,4,3,4,2,4,0.734,0.717
18,96.355,5.0,330.0,6.0,38.3,0,14.0,5,45.0,87.294,1.1037986574105896,1.0958223347850442,1.0951357984631918,0,6174,2,2,4,3,4,2,3,0.913,0.159
23,95.606,5.0,328.0,5.0,38.3,0,9.0,5,45.0,87.294,1.095218457167732,1.0883597823431241,1.0899718193690289,0,6174,2,2,4,3,4,2,4,0.707,0.881
27,96.556,5.0,332.0,5.0,38.3,0,15.0,5,45.0,87.294,1.106101221160675,1.0985748091286935,1.0984866747020223,0,6174,2,2,4,3,4,2,3,0.159,0.616
30,96.362,5.0,334.0,5.0,38.3,0,12.0,5,45.0,87.294,1.103878846197906,1.0953088118053491,1.094053183365175,0,6174,2,2,4,3,4,2,4,0.326,0.476
31,96.859,5.0,329.0,4.0,38.3,0,17.0,5,45.0,87.294,1.109572250097372,1.096348326492616,1.0965346807736014,0,6174,2,2,4,3,4,2,3,0.563,0.473
44,95.099,5.0,313.0,5.0,38.3,0,6.0,5,45.0,87.294,1.089410497857814,1.0813378035923007,1.081005071523716,0,6174,2,2,4,3,4,2,4,0.76,0.566
55,95.717,5.0,317.0,5.0,38.3,0,7.0,5,45.0,87.294,1.0964900222237497,1.0907488116898687,1.0899718193690289,0,6174,2,2,4,3,4,2,4,0.566,0.56
63,93.996,5.0,316.0,5.0,38.3,0,3.0,5,45.0,87.294,1.0767750360849542,1.082307011781026,1.0833161500217654,0,6174,2,2,4,3,4,2,4,0.91,0.734
81,93.418,5.0,325.0,5.0,38.3,0,2.0,5,45.0,87.294,1.0701537333608266,1.077153962090554,1.0770376449943158,0,6174,2,2,4,3,4,2,4,1.152,0.91
87,96.423,5.0,330.0,5.0,38.3,0,13.0,5,45.0,87.294,1.104577634201663,1.0966450061230568,1.0965346807736014,0,6174,2,2,4,3,4,2,4,0.476,0.913
1,93.564,6.0,301.0,6.0,38.2,0,1.0,5,44.0,87.294,1.0718262423534264,1.0760447744453667,1.0870170033224884,0,6174,2,2,4,3,4,2,4,100.0,0.854
4,95.042,6.0,328.0,6.0,38.2,0,8.0,5,44.0,87.294,1.0887575320182372,1.0767611289386125,1.0770376449943158,0,6174,2,2,4,3,4,2,3,0.368,0.788
5,96.526,6.0,334.0,5.0,38.2,0,18.0,5,44.0,87.294,1.1057575549293193,1.098393489329892,1.0984866747020223,0,6174,2,2,4,3,4,2,3,0.545,100.0
6,95.003,6.0,330.0,6.0,38.2,0,10.0,5,44.0,87.294,1.0883107659174742,1.0925548338236577,1.094053183365175,0,6174,2,2,4,3,4,2,3,0.899,0.672
7,95.928,6.0,332.0,5.0,38.2,0,16.0,5,44.0,87.294,1.0989071413842877,1.0882197800264461,1.0968507496185484,0,6174,2,2,4,3,4,2,3,0.78,0.702
12,94.386,6.0,326.0,6.0,38.2,0,5.0,5,44.0,87.294,1.0812426970925837,1.084573708892837,1.0833161500217654,0,6174,2,2,4,3,4,2,4,0.771,1.377
14,95.37,6.0,329.0,7.0,38.2,0,11.0,5,44.0,87.294,1.092514949481064,1.094348160425449,1.0951357984631918,0,6174,2,2,4,3,4,2,4,0.672,0.512
16,94.52,6.0,313.0,6.0,38.2,0,4.0,5,44.0,87.294,1.082777739592641,1.0803511817332088,1.081005071523716,0,6174,2,2,4,3,4,2,4,1.166,0.771
18,95.992,6.0,329.0,7.0,38.2,0,14.0,5,44.0,87.294,1.0996402960111806,1.0958223347850442,1.0951357984631918,0,6174,2,2,4,3,4,2,3,0.845,0.36
23,95.148,6.0,330.0,6.0,38.2,0,9.0,5,44.0,87.294,1.0899718193690289,1.0883597823431241,1.0899718193690289,0,6174,2,2,4,3,4,2,4,0.788,0.899
27,95.975,6.0,334.0,6.0,38.2,0,15.0,5,44.0,87.294,1.099445551813412,1.0985748091286935,1.0984866747020223,0,6174,2,2,4,3,4,2,3,0.36,0.78
30,95.545,6.0,332.0,6.0,38.2,0,12.0,5,44.0,87.294,1.0945196691639747,1.0953088118053491,1.094053183365175,0,6174,2,2,4,3,4,2,4,0.512,0.537
31,95.957,6.0,330.0,5.0,38.2,0,17.0,5,44.0,87.294,1.0992393520745984,1.096348326492616,1.0965346807736014,0,6174,2,2,4,3,4,2,3,0.702,0.545
44,94.459,6.0,319.0,6.0,38.2,0,6.0,5,44.0,87.294,1.0820789515888836,1.0813378035923007,1.081005071523716,0,6174,2,2,4,3,4,2,4,1.377,1.184
55,95.115,6.0,318.0,6.0,38.2,0,7.0,5,44.0,87.294,1.089593786514537,1.0907488116898687,1.0899718193690289,0,6174,2,2,4,3,4,2,4,1.184,0.368
63,94.073,6.0,314.0,6.0,38.2,0,3.0,5,44.0,87.294,1.0776571127454349,1.082307011781026,1.0833161500217654,0,6174,2,2,4,3,4,2,4,1.488,1.166
81,93.917,6.0,308.0,6.0,38.2,0,2.0,5,44.0,87.294,1.075870048342383,1.077153962090554,1.0770376449943158,0,6174,2,2,4,3,4,2,4,0.854,1.488
87,95.844,6.0,329.0,6.0,38.2,0,13.0,5,44.0,87.294,1.0979448759364905,1.0966450061230568,1.0965346807736014,0,6174,2,2,4,3,4,2,4,0.537,0.845
1,93.511,7.0,302.0,7.0,38.2,0,1.0,5,43.0,87.294,1.0712190986780306,1.0760447744453667,1.0870170033224884,0,6174,2,2,4,3,4,2,4,100.0,1.207
4,94.381,7.0,311.0,7.0,38.2,0,7.0,5,43.0,87.294,1.0811854193873578,1.0767611289386125,1.0770376449943158,0,6174,2,2,4,3,4,2,3,0.295,0.894
5,96.3,7.0,319.0,6.0,38.2,0,18.0,5,43.0,87.294,1.1031686026531031,1.098393489329892,1.0984866747020223,0,6174,2,2,4,3,4,2,3,1.114,100.0
6,95.353,7.0,330.0,7.0,38.2,0,10.0,5,43.0,87.294,1.0923202052832954,1.0925548338236577,1.094053183365175,0,6174,2,2,4,3,4,2,3,0.754,1.039
7,95.558,7.0,332.0,6.0,38.2,0,16.0,5,43.0,87.294,1.0946685911975624,1.0882197800264461,1.0968507496185484,0,6174,2,2,4,3,4,2,3,0.733,0.731
12,94.402,7.0,327.0,7.0,38.2,0,5.0,5,43.0,87.294,1.081425985749307,1.084573708892837,1.0833161500217654,0,6174,2,2,4,3,4,2,4,0.637,1.45
14,95.152,7.0,330.0,8.0,38.2,0,11.0,5,43.0,87.294,1.0900176415332097,1.094348160425449,1.0951357984631918,0,6174,2,2,4,3,4,2,4,1.039,0.687
16,94.275,7.0,311.0,7.0,38.2,0,4.0,5,43.0,87.294,1.079971132036566,1.0803511817332088,1.081005071523716,0,6174,2,2,4,3,4,2,4,1.613,0.637
18,95.425,7.0,330.0,8.0,38.2,0,14.0,5,43.0,87.294,1.0931450042385502,1.0958223347850442,1.0951357984631918,0,6174,2,2,4,3,4,2,3,0.993,0.343
23,95.373,7.0,323.0,7.0,38.2,0,9.0,5,43.0,87.294,1.0925493161041997,1.0883597823431241,1.0899718193690289,0,6174,2,2,4,3,4,2,4,0.894,0.754
27,95.524,7.0,333.0,7.0,38.2,0,15.0,5,43.0,87.294,1.0942791028020251,1.0985748091286935,1.0984866747020223,0,6174,2,2,4,3,4,2,3,0.343,0.733
30,95.127,7.0,332.0,7.0,38.2,0,12.0,5,43.0,87.294,1.0897312530070795,1.0953088118053491,1.094053183365175,0,6174,2,2,4,3,4,2,4,0.687,0.836
31,95.602,7.0,331.0,6.0,38.2,0,17.0,5,43.0,87.294,1.095172635003551,1.096348326492616,1.0965346807736014,0,6174,2,2,4,3,4,2,3,0.731,1.114
44,94.994,7.0,315.0,7.0,38.2,0,6.0,5,43.0,87.294,1.0882076660480675,1.0813378035923007,1.081005071523716,0,6174,2,2,4,3,4,2,4,1.45,1.84
55,95.406,7.0,334.0,7.0,38.2,0,8.0,5,43.0,87.294,1.0929273489586917,1.0907488116898687,1.0899718193690289,0,6174,2,2,4,3,4,2,4,1.84,0.295
63,94.038,7.0,314.0,7.0,38.2,0,3.0,5,43.0,87.294,1.0772561688088529,1.082307011781026,1.0833161500217654,0,6174,2,2,4,3,4,2,4,1.644,1.613
81,93.523,7.0,306.0,7.0,38.2,0,2.0,5,43.0,87.294,1.071356565170573,1.077153962090554,1.0770376449943158,0,6174,2,2,4,3,4,2,4,1.207,1.644
87,95.057,7.0,332.0,7.0,38.2,0,13.0,5,43.0,87.294,1.0889293651339154,1.0966450061230568,1.0965346807736014,0,6174,2,2,4,3,4,2,4,0.836,0.993
1,93.891,8.0,301.0,8.0,38.1,0,1.0,5,42.0,87.294,1.075572204275208,1.0760447744453667,1.0870170033224884,0,6174,2,2,4,3,4,2,4,100.0,1.219
4,94.461,8.0,308.0,8.0,38.2,0,7.0,5,42.0,87.294,1.082101862670974,1.0767611289386125,1.0770376449943158,0,6174,2,2,4,3,4,2,3,1.522,0.73
5,96.994,8.0,315.0,7.0,38.2,0,18.0,5,42.0,87.294,1.1111187481384746,1.098393489329892,1.0984866747020223,0,6174,2,2,4,3,4,2,3,1.812,100.0
6,95.243,8.0,328.0,8.0,38.2,0,10.0,5,42.0,87.294,1.0910600957683232,1.0925548338236577,1.094053183365175,0,6174,2,2,4,3,4,2,3,0.734,0.838
7,95.407,8.0,334.0,7.0,38.2,0,16.0,5,42.0,87.294,1.0929388044997366,1.0882197800264461,1.0968507496185484,0,6174,2,2,4,3,4,2,3,0.767,0.775
12,94.598,8.0,315.0,8.0,38.2,0,5.0,5,42.0,87.294,1.0836712717941668,1.084573708892837,1.0833161500217654,0,6174,2,2,4,3,4,2,4,0.764,2.042
14,95.182,8.0,331.0,9.0,38.2,0,11.0,5,42.0,87.294,1.0903613077645655,1.094348160425449,1.0951357984631918,0,6174,2,2,4,3,4,2,4,0.838,0.662
16,94.085,8.0,311.0,8.0,38.2,0,4.0,5,42.0,87.294,1.0777945792379773,1.0803511817332088,1.081005071523716,0,6174,2,2,4,3,4,2,4,1.85,0.764
18,95.586,8.0,315.0,9.0,38.2,0,14.0,5,42.0,87.294,1.094989346346828,1.0958223347850442,1.0951357984631918,0,6174,2,2,4,3,4,2,3,1.361,0.442
23,95.217,8.0,318.0,8.0,38.2,0,9.0,5,42.0,87.294,1.090762251701148,1.0883597823431241,1.0899718193690289,0,6174,2,2,4,3,4,2,4,1.156,0.734
27,95.524,8.0,330.0,8.0,38.2,0,15.0,5,42.0,87.294,1.0942791028020251,1.0985748091286935,1.0984866747020223,0,6174,2,2,4,3,4,2,3,0.442,0.767
30,95.085,8.0,333.0,8.0,38.2,0,12.0,5,42.0,87.294,1.089250120283181,1.0953088118053491,1.094053183365175,0,6174,2,2,4,3,4,2,4,0.662,0.766
31,95.452,8.0,330.0,7.0,38.2,0,17.0,5,42.0,87.294,1.0934543038467708,1.096348326492616,1.0965346807736014,0,6174,2,2,4,3,4,2,3,0.775,1.812
44,94.444,8.0,317.0,8.0,38.2,0,6.0,5,42.0,87.294,1.0819071184732056,1.0813378035923007,1.081005071523716,0,6174,2,2,4,3,4,2,4,2.042,1.522
55,95.139,8.0,316.0,8.0,38.2,0,8.0,5,42.0,87.294,1.089868719499622,1.0907488116898687,1.0899718193690289,0,6174,2,2,4,3,4,2,4,0.73,1.156
63,93.857,8.0,316.0,8.0,38.2,0,3.0,5,42.0,87.294,1.075182715879671,1.082307011781026,1.0833161500217654,0,6174,2,2,4,3,4,2,4,2.159,1.85
81,93.893,8.0,307.0,8.0,38.1,0,2.0,5,42.0,87.294,1.0755951153572985,1.077153962090554,1.0770376449943158,0,6174,2,2,4,3,4,2,4,1.219,2.159
87,95.085,8.0,330.0,8.0,38.2,0,13.0,5,42.0,87.294,1.089250120283181,1.0966450061230568,1.0965346807736014,0,6174,2,2,4,3,4,2,4,0.766,1.361
1,93.798,9.0,303.0,9.0,38.0,0,1.0,5,41.0,87.294,1.074506838958004,1.0760447744453667,1.0870170033224884,0,6174,2,2,4,3,4,2,4,100.0,1.221
4,94.347,9.0,309.0,9.0,38.0,0,7.0,5,41.0,87.294,1.0807959309918207,1.0767611289386125,1.0770376449943158,0,6174,2,2,4,3,4,2,3,1.539,1.408
5,95.575,9.0,318.0,8.0,38.0,0,18.0,5,41.0,87.294,1.0948633353953308,1.098393489329892,1.0984866747020223,0,6174,2,2,4,3,4,2,3,3.354,100.0
6,94.962,9.0,327.0,9.0,38.0,0,10.0,5,41.0,87.294,1.087841088734621,1.0925548338236577,1.094053183365175,0,6174,2,2,4,3,4,2,3,0.76,0.777
7,95.612,9.0,336.0,8.0,38.0,0,16.0,5,41.0,87.294,1.0952871904140031,1.0882197800264461,1.0968507496185484,0,6174,2,2,4,3,4,2,3,0.65,0.82
12,94.567,9.0,314.0,9.0,38.0,0,5.0,5,41.0,87.294,1.0833161500217654,1.084573708892837,1.0833161500217654,0,6174,2,2,4,3,4,2,4,1.277,1.888
14,95.308,9.0,330.0,10.0,38.0,0,11.0,5,41.0,87.294,1.0918047059362614,1.094348160425449,1.0951357984631918,0,6174,2,2,4,3,4,2,4,0.777,0.565
16,94.099,9.0,318.0,9.0,38.0,0,4.0,5,41.0,87.294,1.0779549568126103,1.0803511817332088,1.081005071523716,0,6174,2,2,4,3,4,2,4,2.078,1.277
18,95.783,9.0,313.0,10.0,38.0,0,14.0,5,41.0,87.294,1.097246087932733,1.0958223347850442,1.0951357984631918,0,6174,2,2,4,3,4,2,3,1.862,0.38
23,94.921,9.0,320.0,9.0,38.0,0,9.0,5,41.0,87.294,1.0873714115517676,1.0883597823431241,1.0899718193690289,0,6174,2,2,4,3,4,2,4,1.234,0.76
27,95.641,9.0,329.0,9.0,38.0,0,15.0,5,41.0,87.294,1.0956194011043143,1.0985748091286935,1.0984866747020223,0,6174,2,2,4,3,4,2,3,0.38,0.65
30,95.319,9.0,332.0,9.0,38.0,0,12.0,5,41.0,87.294,1.0919307168877588,1.0953088118053491,1.094053183365175,0,6174,2,2,4,3,4,2,4,0.565,0.766
31,95.559,9.0,329.0,8.0,38.0,0,17.0,5,41.0,87.294,1.0946800467386075,1.096348326492616,1.0965346807736014,0,6174,2,2,4,3,4,2,3,0.82,3.354
44,94.46,9.0,314.0,9.0,38.0,0,6.0,5,41.0,87.294,1.0820904071299289,1.0813378035923007,1.081005071523716,0,6174,2,2,4,3,4,2,4,1.888,1.539
55,94.69,9.0,319.0,9.0,38.0,0,8.0,5,41.0,87.294,1.0847251815703256,1.0907488116898687,1.0899718193690289,0,6174,2,2,4,3,4,2,4,1.408,1.234
63,93.907,9.0,315.0,9.0,38.0,0,3.0,5,41.0,87.294,1.075755492931931,1.082307011781026,1.0833161500217654,0,6174,2,2,4,3,4,2,4,2.123,2.078
81,93.5,9.0,308.0,9.0,38.0,0,2.0,5,41.0,87.294,1.0710930877265334,1.077153962090554,1.0770376449943158,0,6174,2,2,4,3,4,2,4,1.221,2.123
87,95.329,9.0,332.0,9.0,38.0,0,13.0,5,41.0,87.294,1.0920452722982106,1.0966450061230568,1.0965346807736014,0,6174,2,2,4,3,4,2,4,0.766,1.862
1,93.813,10.0,303.0,10.0,38.0,0,1.0,5,40.0,87.294,1.074678672073682,1.0760447744453667,1.0870170033224884,0,6174,2,2,4,3,4,2,4,100.0,0.923
4,94.331,10.0,311.0,10.0,38.0,0,7.0,5,40.0,87.294,1.0806126423350977,1.0767611289386125,1.0770376449943158,0,6174,2,2,4,3,4,2,3,1.426,1.751
5,95.59,10.0,317.0,9.0,38.0,0,18.0,5,40.0,87.294,1.095035168511009,1.098393489329892,1.0984866747020223,0,6174,2,2,4,3,4,2,3,3.37,100.0
6,95.386,10.0,314.0,10.0,38.0,0,10.0,5,40.0,87.294,1.0926982381377872,1.0925548338236577,1.094053183365175,0,6174,2,2,4,3,4,2,3,0.801,1.123
7,96.202,10.0,330.0,9.0,38.0,0,16.0,5,40.0,87.294,1.1020459596306733,1.0882197800264461,1.0968507496185484,0,6174,2,2,4,3,4,2,3,0.621,0.767
12,94.534,10.0,314.0,10.0,38.0,0,5.0,5,40.0,87.294,1.0829381171672738,1.084573708892837,1.0833161500217654,0,6174,2,2,4,3,4,2,4,1.745,1.781
14,95.098,10.0,329.0,11.0,38.0,0,11.0,5,40.0,87.294,1.0893990423167683,1.094348160425449,1.0951357984631918,0,6174,2,2,4,3,4,2,4,1.123,0.576
16,94.419,10.0,313.0,10.0,38.0,0,4.0,5,40.0,87.294,1.0816207299470757,1.0803511817332088,1.081005071523716,0,6174,2,2,4,3,4,2,4,2.27,1.745
18,95.564,10.0,312.0,11.0,38.0,0,14.0,5,40.0,87.294,1.0947373244438334,1.0958223347850442,1.0951357984631918,0,6174,2,2,4,3,4,2,3,2.316,0.238
23,94.892,10.0,318.0,10.0,38.0,0,9.0,5,40.0,87.294,1.087039200861457,1.0883597823431241,1.0899718193690289,0,6174,2,2,4,3,4,2,4,1.465,0.801
27,96.29,10.0,317.0,10.0,38.0,0,15.0,5,40.0,87.294,1.103054047242651,1.0985748091286935,1.0984866747020223,0,6174,2,2,4,3,4,2,3,0.238,0.621
