RoundNumber,LapNumber,DriverNumber,AvgCorneringSpeed,MaxSpeed,AvgRPM,GearShifts,AvgThrottle,BrakePct
5,11,44,115.51437,319.0,10583.578347578348,36.0,77.47676,14.67236467236467
5,12,44,116.26008,318.0,10510.016901408451,33.0,76.46537,15.211267605633802
5,13,44,109.81926,335.0,10501.428364688856,36.0,76.183685,15.195369030390736
5,14,44,113.80609,334.0,10553.880747126437,32.0,76.99031,15.517241379310345
5,15,44,116.14969,318.0,10458.130013831258,35.0,76.08456,16.044260027662517
5,16,44,117.25379,316.0,10480.47226173542,34.0,76.03645,16.35846372688478
5,17,44,116.90323,315.0,10538.765625,32.0,75.75096,16.619318181818183
5,18,44,115.91161,317.0,10489.398884239889,34.0,76.694214,15.620641562064156
5,19,44,116.00659,317.0,10465.147018030513,37.0,75.975006,17.05963938973648
5,20,44,114.090614,316.0,10540.889807162534,35.0,76.62659,15.702479338842975
5,21,44,117.041664,333.0,10429.871759890859,37.0,75.95727,18.55388813096862
5,22,44,113.406166,334.0,10433.281632653061,39.0,74.92288,17.142857142857142
5,25,44,116.45927,313.0,10470.12747875354,38.0,73.68062,16.147308781869686
5,26,44,115.40535,316.0,10552.875714285714,36.0,76.18165,14.428571428571429
5,27,44,115.808495,314.0,10459.871012482663,33.0,74.542244,14.840499306518723
5,28,44,116.05078,317.0,10559.170697012802,38.0,76.30805,14.366998577524893
5,29,44,115.26443,316.0,10478.708100558659,34.0,75.418846,14.52513966480447
5,30,44,117.73536,317.0,10497.871977240398,35.0,74.119095,16.216216216216218
5,31,44,116.10094,313.0,10484.169209431346,37.0,75.915436,14.008321775312066
5,32,44,116.97962,317.0,10423.950773558368,36.0,74.9835,16.033755274261605
5,33,44,117.16281,314.0,10476.742165242165,35.0,76.44812,14.245014245014245
5,34,44,117.2949,315.0,10468.628691983122,34.0,74.40419,15.752461322081576
5,35,44,116.302414,314.0,10494.062588904695,34.0,75.48988,16.927453769559033
5,36,44,113.93651,315.0,10500.1414427157,38.0,75.58173,15.558698727015557
5,37,44,112.77225,315.0,10539.733044733044,36.0,76.64232,15.44011544011544
5,38,44,114.34458,316.0,10583.025423728814,37.0,78.11006,14.548022598870055
5,39,44,113.93727,313.0,10530.682584269663,32.0,77.13596,14.887640449438203
5,40,44,112.62389,317.0,10579.699582753825,37.0,77.453995,16.550764951321277
5,41,44,116.96737,316.0,10534.679114799446,32.0,76.455986,17.15076071922545
5,42,44,115.60779,317.0,10600.773296244784,35.0,78.39447,16.133518776077885
5,43,44,113.51035,317.0,10553.005738880918,33.0,76.83736,15.781922525107603
5,44,44,113.01962,316.0,10540.268895348838,32.0,77.86018,14.534883720930234
5,45,44,114.09318,318.0,10555.823446327684,33.0,76.63575,17.372881355932204
5,46,44,112.68891,317.0,10497.19772403983,35.0,77.63617,16.500711237553343
5,47,44,115.26593,318.0,10590.16620498615,38.0,76.7419,17.31301939058172
5,48,44,111.72731,320.0,10572.415584415585,37.0,74.78268,17.46031746031746
5,49,44,113.98321,320.0,10532.736694677871,33.0,75.59378,15.406162464985995
5,50,44,114.79147,319.0,10474.107449856734,33.0,75.1556,15.18624641833811
5,2,55,101.09312,251.08,9154.00406504065,60.0,31.194891,26.991869918699184
5,3,55,97.69832,305.6375,8696.89138867339,46.0,31.509418,31.7300232738557
5,4,55,113.07446,322.0,10330.023287671233,37.0,69.70882,18.493150684931507
5,5,55,120.389595,319.0,10463.306834030684,38.0,71.345375,15.620641562064156
5,6,55,117.50483,319.0,10501.570821529745,37.0,71.37226,16.572237960339944
5,7,55,115.62609,334.0,10448.589603283173,35.0,70.6671,17.236662106703147
5,8,55,119.358154,322.0,10540.067493112947,32.0,72.60823,17.079889807162534
5,9,55,118.23474,320.0,10449.369382022473,34.0,72.465965,15.44943820224719
5,10,55,119.46245,321.0,10474.724928366762,35.0,71.9847,16.045845272206304
5,11,55,116.77233,319.0,10386.899147727272,34.0,71.78974,15.482954545454545
5,12,55,117.592606,321.0,10473.480169971672,31.0,74.14603,15.58073654390935
5,13,55,118.28118,320.0,10426.306002928257,35.0,73.22669,16.544655929721817
5,14,55,116.82142,321.0,10406.962804005723,32.0,72.950005,15.30758226037196
5,15,55,117.07921,321.0,10397.356449375868,31.0,71.15748,16.50485436893204
5,16,55,116.74402,319.0,10449.160739687055,35.0,73.18475,14.793741109530584
5,17,55,117.14749,319.0,10451.10829817159,36.0,73.13157,16.877637130801688
5,18,55,117.928406,320.0,10368.71546961326,32.0,72.02121,16.298342541436465
5,19,55,115.67777,320.0,10399.224066390041,34.0,72.55246,16.874135546334717
5,20,55,115.29711,320.0,10429.286885245901,32.0,71.49544,17.48633879781421
5,23,55,117.24952,334.0,10512.903448275862,39.0,73.2086,17.79310344827586
5,24,55,117.696335,331.0,10538.44065484311,33.0,72.665344,15.279672578444748
5,25,55,118.370155,330.0,10490.940085592012,34.0,72.27793,17.68901569186876
5,26,55,116.60374,330.0,10489.34593837535,33.0,70.93723,16.246498599439775
5,27,55,115.672554,336.0,10504.793388429753,32.0,70.58334,17.768595041322314
5,28,55,114.91894,334.0,10510.583216783216,33.0,73.14944,16.923076923076923
5,29,55,118.79188,320.0,10554.307799442897,33.0,75.06299,14.763231197771587
5,30,55,116.6094,332.0,10466.76868829337,36.0,70.05614,19.040902679830747
5,31,55,120.03114,328.0,10506.379694019472,36.0,71.41441,15.99443671766342
5,32,55,115.196945,316.0,10555.776371308017,31.0,74.081856,14.345991561181433
5,33,55,118.41827,317.0,10529.032716927453,33.0,74.085754,15.362731152204837
5,34,55,117.615425,317.0,10493.770745428974,33.0,73.36045,13.642756680731363
5,35,55,113.58268,317.0,10548.41560283688,32.0,73.63894,14.468085106382977
5,36,55,115.69594,317.0,10499.453146853148,36.0,73.84444,15.944055944055943
5,37,55,117.294876,317.0,10469.02435530086,40.0,72.8706,14.613180515759314
5,38,55,117.44297,316.0,10480.045833333334,31.0,71.67299,15.833333333333332
5,39,55,119.53445,316.0,10450.01650618982,34.0,71.37523,14.99312242090784
5,40,55,117.93797,316.0,10481.263448275862,35.0,72.84202,15.310344827586206
5,41,55,118.87651,317.0,10541.532147742819,35.0,73.357285,15.45827633378933
5,42,55,116.40573,316.0,10532.428965517242,32.0,72.93586,15.448275862068966
5,43,55,117.9927,316.0,10551.962025316456,32.0,72.46315,14.908579465541491
5,44,55,119.5454,316.0,10472.575322812052,36.0,73.12074,15.351506456241031
5,45,55,117.49128,316.0,10501.192957746478,32.0,73.31369,17.464788732394364
5,46,55,116.1957,318.0,10547.068055555555,32.0,72.841675,15.277777777777779
5,47,55,115.08382,318.0,10556.476519337017,33.0,71.176674,14.502762430939226
5,48,55,117.18041,317.0,10568.938307030128,29.0,73.9038,13.486370157819225
5,49,55,116.342354,318.0,10494.314655172413,36.0,71.205,14.367816091954023
5,50,55,117.85598,317.0,10631.677603423681,34.0,76.52517,14.265335235378032
5,2,23,102.104836,289.0,9008.963904840033,55.0,32.291332,23.379819524200162
5,3,23,98.82724,303.0,8889.522352941176,55.0,32.815186,28.235294117647058
5,4,23,116.621376,321.0,10433.00548696845,41.0,67.23303,17.00960219478738
5,5,23,118.97221,330.0,10519.165277777778,40.0,69.01986,16.25
5,6,23,118.05921,331.0,10508.30790960452,38.0,68.61542,16.38418079096045
5,7,23,118.19961,329.0,10516.257181942545,35.0,69.07861,17.783857729138166
5,8,23,120.95441,320.0,10530.545454545454,37.0,70.13068,15.702479338842975
5,9,23,117.80207,322.0,10433.90704225352,39.0,68.70611,15.492957746478872
5,10,23,117.61976,320.0,10515.647142857142,35.0,71.759285,14.285714285714285
5,11,23,114.76039,321.0,10443.876770538243,39.0,68.14388,15.864022662889518
5,12,23,116.39678,321.0,10497.680339462519,36.0,71.0554,14.992927864214991
5,13,23,116.77107,321.0,10434.400584795321,39.0,68.743774,15.935672514619883
5,14,23,117.4305,321.0,10514.12893982808,38.0,68.95629,16.6189111747851
5,15,23,115.63392,320.0,10467.22299168975,37.0,68.30146,16.759002770083104
5,16,23,117.866264,322.0,10503.434472934472,37.0,71.29649,14.67236467236467
5,17,23,116.23247,321.0,10431.984507042254,36.0,71.328354,15.492957746478872
5,18,23,115.33211,322.0,10436.4226519337,39.0,69.6628,16.16022099447514
5,19,23,113.15129,321.0,10412.037138927099,38.0,69.818596,17.606602475928472
5,20,23,114.53764,320.0,10382.31929347826,38.0,70.10584,17.255434782608695
5,21,23,114.35151,321.0,10439.618598382749,36.0,70.83641,15.768194070080863
5,24,23,117.51575,329.0,10544.548563611492,40.0,68.43276,15.595075239398085
5,25,23,118.295456,335.0,10524.322489391796,39.0,66.26481,18.81188118811881
5,26,23,113.91492,322.0,10499.859154929578,37.0,68.64506,16.47887323943662
5,27,23,114.82218,331.0,10520.823855755894,41.0,67.709946,16.78224687933426
5,28,23,113.661575,333.0,10492.697183098591,38.0,67.55441,16.47887323943662
5,29,23,114.831825,332.0,10511.747910863509,40.0,68.002884,16.573816155988858
5,30,23,118.104,321.0,10472.196353436186,42.0,69.133484,16.40953716690042
5,31,23,115.51193,330.0,10526.734265734265,39.0,68.41423,16.923076923076923
5,32,23,115.75704,321.0,10554.398030942335,38.0,70.44968,15.89310829817159
5,33,23,117.26886,319.0,10546.801418439716,38.0,69.35278,16.453900709219855
5,34,23,116.731514,319.0,10533.27221438646,40.0,69.857895,15.091678420310295
5,35,23,116.8376,319.0,10499.426345609065,38.0,69.56908,15.722379603399434
5,36,23,116.03835,320.0,10544.102240896358,38.0,69.04792,16.386554621848738
5,37,23,118.35471,319.0,10602.586206896553,37.0,68.613144,15.086206896551724
5,38,23,117.751945,319.0,10525.217573221757,40.0,68.48968,16.875871687587168
5,39,23,117.675095,334.0,10622.899171270717,39.0,68.7164,15.469613259668508
5,40,23,116.83113,330.0,10542.515818431912,37.0,67.0317,16.643741403026134
5,41,23,115.48174,329.0,10558.650205761316,41.0,69.026596,16.18655692729767
5,42,23,114.79826,325.0,10535.88275862069,40.0,69.79793,16.551724137931036
5,43,23,115.844826,332.0,10542.50495049505,40.0,68.6491,17.68033946251768
5,44,23,117.00944,325.0,10529.21479374111,39.0,70.179955,17.069701280227594
5,45,23,115.30019,333.0,10523.22175141243,37.0,68.89665,18.07909604519774
5,46,23,114.36155,334.0,10554.925104022192,38.0,70.524574,16.08876560332871
5,47,23,116.30078,332.0,10584.544951590595,40.0,70.89676,17.012448132780083
5,48,23,117.936386,336.0,10574.948275862069,38.0,70.7849,17.52873563218391
5,49,23,117.19962,329.0,10517.176217765043,36.0,69.06633,16.7621776504298
5,50,23,116.423935,326.0,10533.505633802817,37.0,71.623,15.63380281690141
5,2,6,98.37565,246.0,8811.498357963876,37.0,32.67363,14.614121510673234
5,3,6,96.44936,302.0,8865.46374501992,52.0,37.71034,19.840637450199203
5,4,6,113.977295,330.0,10248.123287671233,37.0,70.14058,18.904109589041095
5,5,6,116.89274,330.0,10377.068055555555,43.0,72.870636,15.694444444444445
5,6,6,116.31529,331.0,10535.770862800566,38.0,71.95041,14.56859971711457
5,7,6,116.68749,332.0,10443.680327868853,39.0,69.741035,15.846994535519126
5,8,6,116.00585,329.0,10506.168044077134,42.0,72.31509,15.564738292011018
5,9,6,116.18593,327.0,10491.478813559323,38.0,71.71627,14.971751412429379
5,10,6,118.178345,326.0,10512.478753541076,38.0,75.236465,13.172804532577903
5,11,6,118.40856,316.0,10457.736543909348,34.0,74.01708,13.881019830028329
5,12,6,117.147835,315.0,10400.24894514768,35.0,73.8889,13.642756680731363
5,13,6,116.92509,317.0,10403.579795021962,34.0,74.133095,14.202049780380674
5,14,6,117.03378,315.0,10456.034482758621,33.0,72.97982,15.086206896551724
5,15,6,116.322525,317.0,10428.020775623268,37.0,73.425446,14.681440443213297
5,16,6,118.63893,317.0,10417.981481481482,39.0,73.49697,13.105413105413104
5,17,6,117.08156,318.0,10438.473163841807,37.0,73.1286,16.52542372881356
5,18,6,116.490906,317.0,10400.033195020747,40.0,74.28977,15.076071922544951
5,19,6,117.83917,331.0,10424.348547717842,38.0,72.0682,15.491009681881051
5,20,6,114.46757,331.0,10360.649386084584,39.0,71.63585,15.688949522510232
5,21,6,111.91409,340.0,10362.395693135935,40.0,71.462296,14.804845222072679
5,22,6,111.60217,328.0,10354.879781420765,42.0,71.52771,16.666666666666664
5,23,6,115.78284,323.0,10435.339699863574,34.0,76.74874,13.642564802182811
5,24,6,117.883385,312.0,10450.486896551723,33.0,77.39432,11.448275862068966
5,25,6,118.44247,311.0,10469.186440677966,34.0,77.38482,12.570621468926554
5,26,6,113.60547,313.0,10366.780141843972,33.0,76.79274,11.48936170212766
5,27,6,113.79893,310.0,10390.301652892562,34.0,75.38204,13.774104683195592
5,28,6,115.62633,309.0,10433.74858757062,36.0,77.39105,12.711864406779661
5,29,6,115.68273,311.0,10397.53729281768,33.0,76.51337,13.397790055248619
5,30,6,114.01362,316.0,10358.022130013831,37.0,72.23987,14.937759336099585
5,31,6,116.3629,318.0,10444.648199445983,37.0,72.175995,15.096952908587259
5,32,6,115.19329,313.0,10460.416666666666,40.0,75.34482,14.166666666666666
5,33,6,115.76948,311.0,10388.359154929578,31.0,76.35376,11.408450704225352
5,36,6,116.03496,314.0,10504.1269393512,36.0,74.64703,13.540197461212976
5,37,6,118.206726,314.0,10447.484057971014,32.0,75.50968,13.478260869565217
5,38,6,118.83081,315.0,10447.427374301677,37.0,74.50368,13.966480446927374
5,39,6,115.444275,324.0,10522.116828929069,37.0,73.931274,15.159944367176633
5,40,6,116.49813,334.0,10535.692520775623,37.0,72.67445,16.20498614958449
5,41,6,114.08785,334.0,10564.543835616438,39.0,72.82703,15.479452054794521
5,42,6,110.955734,342.0,10538.710743801654,40.0,72.24957,16.666666666666664
5,43,6,113.187614,340.0,10495.253182461103,41.0,70.40855,16.973125884016973
5,44,6,114.15053,335.0,10533.973011363636,38.0,72.372154,17.47159090909091
5,45,6,115.600044,343.0,10571.269121813031,39.0,71.361046,16.43059490084986
5,46,6,114.36613,337.0,10504.27700831025,36.0,71.87733,16.62049861495845
5,47,6,113.78663,335.0,10514.042876901798,38.0,71.9038,15.214384508990317
5,48,6,115.15222,338.0,10491.41091954023,38.0,72.212395,15.517241379310345
5,49,6,114.92107,337.0,10486.403156384506,40.0,71.00725,17.360114777618367
5,50,6,112.772766,338.0,10499.24964739069,37.0,72.48159,17.63046544428773
5,2,14,98.91599,294.0,8816.842148087877,79.0,36.25845,21.236777868185516
5,3,14,97.543144,301.175,8436.37797147385,58.0,32.499264,16.08557844690967
5,4,14,112.96374,316.0,10494.715258855585,46.0,71.1395,16.62125340599455
5,5,14,115.427734,332.0,10686.340689655173,47.0,72.93505,15.03448275862069
5,6,14,118.27641,330.0,10815.629055007052,43.0,74.47546,13.963328631875882
5,7,14,117.253235,330.0,10853.18963165075,46.0,74.572235,13.233287858117325
5,8,14,116.19475,331.0,10871.388121546961,47.0,74.835945,15.05524861878453
5,9,14,117.2254,330.0,10796.909985935303,46.0,74.39379,14.486638537271448
5,10,14,116.926575,329.0,10769.052482269504,44.0,75.73045,14.468085106382977
5,11,14,116.05311,319.0,10792.562764456981,45.0,74.5222,11.706629055007053
5,12,14,116.29898,315.0,10735.217696629214,43.0,75.21669,13.48314606741573
5,13,14,115.529915,313.0,10714.31195335277,42.0,77.71215,13.26530612244898
5,14,14,116.41467,312.0,10627.765536723164,44.0,75.894295,13.841807909604519
5,15,14,115.603615,327.0,10846.960273972603,47.0,74.28311,12.465753424657535
5,16,14,116.31472,328.0,10864.007072135784,44.0,73.957054,13.861386138613863
5,17,14,114.36763,325.0,10851.125,46.0,73.77734,16.43258426966292
5,18,14,115.08784,319.0,10735.224209078404,43.0,74.66855,15.955983493810177
5,21,14,119.25888,314.0,10695.916897506926,40.0,73.842125,14.958448753462603
5,22,14,117.19933,314.0,10678.28650137741,39.0,72.41066,13.085399449035812
5,23,14,117.049324,318.0,10741.41393442623,42.0,71.2102,15.027322404371585
5,24,14,117.76626,340.0,10764.59699453552,45.0,72.77673,12.021857923497267
5,25,14,112.74768,331.0,10578.943291839558,49.0,69.03635,17.704011065006917
5,26,14,115.02413,328.0,10648.928671328671,43.0,74.7619,12.027972027972028
5,27,14,116.067924,317.0,10721.576177285318,43.0,72.56731,14.127423822714682
5,28,14,116.09089,327.0,10705.352859135286,42.0,71.28639,17.294281729428175
5,29,14,112.939964,333.0,10723.78859527121,41.0,73.97985,14.464534075104313
5,30,14,113.887886,315.0,10657.401114206128,43.0,73.433174,13.788300835654596
5,31,14,116.89507,313.0,10579.739612188365,43.0,72.912476,12.18836565096953
5,32,14,117.913376,316.0,10780.277545327755,43.0,72.92344,13.249651324965134
5,33,14,114.99887,333.0,10848.429178470255,43.0,73.43816,15.155807365439095
5,34,14,114.825386,336.0,10809.095104895105,41.0,74.44715,11.608391608391608
5,35,14,116.09537,313.0,10770.117482517482,46.0,74.76856,12.307692307692308
5,36,14,116.22618,314.0,10744.932489451478,46.0,73.99101,14.486638537271448
5,37,14,116.36297,314.0,10705.282639885223,41.0,73.474556,14.347202295552366
5,38,14,116.76805,324.0,10700.206128133705,44.0,73.63656,14.902506963788301
5,39,14,113.20393,326.0,10767.231404958678,41.0,74.60386,13.636363636363635
5,40,14,118.75109,311.0,10702.020408163266,43.0,71.48904,10.476190476190476
5,41,14,116.37495,312.0,10653.739484396201,40.0,71.326836,13.83989145183175
5,42,14,115.2524,310.0,10658.378491620111,41.0,73.896324,13.547486033519554
5,43,14,113.69317,312.0,10716.615275813296,44.0,74.15127,13.719943422913719
5,44,14,114.73472,312.0,10619.516997167138,44.0,73.69202,12.464589235127479
5,45,14,111.58827,312.0,10674.949008498583,41.0,74.26204,12.889518413597735
5,46,14,113.72376,313.0,10626.729805013927,44.0,75.04861,12.674094707520892
5,47,14,115.744354,312.0,10642.434599156119,44.0,73.86658,13.783403656821378
5,48,14,117.16148,312.0,10612.779856115108,44.0,73.60768,11.798561151079138
5,49,14,114.86959,313.0,10628.225899280576,47.0,73.00479,11.510791366906476
5,50,14,114.69637,313.0,10621.55162659123,42.0,73.644585,11.315417256011315
5,2,30,98.868835,267.0,8981.414332784185,47.0,34.990803,20.263591433278417
5,3,30,97.92637,304.23126,9090.155948553054,54.0,39.7034,20.90032154340836
5,4,30,116.09797,324.0,10438.422131147541,36.0,69.59822,16.939890710382514
5,5,30,114.51024,336.0,10480.241712707182,37.0,70.515755,14.3646408839779
5,6,30,116.98527,333.0,10514.060393258427,36.0,70.159485,16.01123595505618
5,7,30,118.61812,334.0,10555.29918032787,38.0,72.015,15.983606557377051
5,8,30,117.2193,335.0,10571.745856353591,35.0,71.701164,14.64088397790055
5,9,30,116.97264,334.0,10556.60393258427,38.0,71.50383,16.15168539325843
5,10,30,117.358665,327.0,10575.026874115983,38.0,73.30985,14.992927864214991
5,11,30,118.39498,316.0,10521.222535211267,35.0,72.68132,13.802816901408452
5,12,30,115.62481,319.0,10491.57142857143,38.0,73.28588,14.285714285714285
5,13,30,114.86192,328.0,10537.713868613138,39.0,73.25895,14.306569343065693
5,14,30,116.52628,329.0,10456.449008498583,37.0,70.97802,16.43059490084986
5,15,30,116.05595,329.0,10566.595862068965,34.0,74.94843,13.793103448275861
5,16,30,117.629715,311.0,10538.409348441926,36.0,76.00772,13.314447592067987
5,17,30,115.59008,310.0,10487.711673699016,38.0,74.37813,13.080168776371309
5,18,30,116.33627,313.0,10555.706371191136,38.0,74.71648,13.157894736842104
5,19,30,116.8938,315.0,10545.966712898751,36.0,73.892075,14.701803051317613
5,22,30,117.17197,316.0,10570.443526170799,36.0,75.27677,14.738292011019283
5,23,30,117.05692,328.0,10476.013605442176,37.0,72.0717,16.3265306122449
5,24,30,117.2333,332.0,10465.613941018766,41.0,70.7882,17.828418230563003
5,25,30,113.01945,335.0,10561.295035460993,40.0,72.50516,16.73758865248227
5,26,30,117.45876,314.0,10521.108938547486,35.0,73.17831,15.363128491620111
5,27,30,116.58602,331.0,10536.094520547946,36.0,71.11652,17.80821917808219
5,28,30,110.6007,334.0,10545.844537815126,39.0,74.265625,16.386554621848738
5,29,30,116.380775,315.0,10503.268802228413,36.0,72.60854,15.598885793871867
5,30,30,117.44599,315.0,10556.254520166898,37.0,72.57515,13.351877607788595
5,31,30,116.15118,331.0,10579.830555555556,37.0,73.343925,15.972222222222221
5,32,30,116.70578,331.0,10619.613888888889,38.0,73.057526,15.833333333333332
5,33,30,114.37017,334.0,10609.762039660056,40.0,72.58335,17.56373937677054
5,34,30,116.68256,331.0,10626.625531914893,38.0,73.93421,15.035460992907801
5,35,30,115.60493,313.0,10601.31659693166,38.0,74.556915,14.923291492329149
5,36,30,118.003265,329.0,10648.720733427363,38.0,72.89461,17.48942172073343
5,37,30,116.164734,332.0,10607.440459110474,38.0,74.52285,14.921090387374461
5,38,30,113.6956,311.0,10602.167605633802,35.0,75.51839,14.084507042253522
5,39,30,116.35761,315.0,10622.484764542936,37.0,74.233345,15.23545706371191
5,40,30,118.62419,315.0,10661.008287292818,36.0,75.01292,13.950276243093922
5,41,30,114.72243,314.0,10606.74074074074,38.0,75.444115,14.814814814814813
5,42,30,112.13621,316.0,10636.677871148459,35.0,74.889534,14.84593837535014
5,43,30,116.01236,317.0,10653.48717948718,36.0,75.31936,13.817663817663817
5,44,30,114.59821,316.0,10665.336182336183,35.0,74.41862,14.529914529914532
5,45,30,115.82998,318.0,10620.032763532763,38.0,73.74363,16.096866096866098
5,46,30,115.776375,320.0,10638.845188284518,38.0,72.97403,16.03905160390516
5,47,30,116.28052,319.0,10622.486149584487,36.0,74.43965,16.343490304709142
5,48,30,115.43037,321.0,10651.43560057887,35.0,73.03399,17.655571635311144
5,49,30,117.27064,328.0,10672.948126801153,37.0,73.31637,16.85878962536023
5,50,30,116.80362,321.0,10605.433192686358,36.0,72.08599,17.158931082981717
5,2,87,100.24345,259.0,8895.53305785124,76.0,33.861,21.40495867768595
5,3,87,99.70042,303.7875,8860.361804995971,56.0,36.012268,23.851732473811442
5,4,87,117.42973,322.0,10402.90735694823,41.0,67.71108,18.80108991825613
5,5,87,114.760574,331.0,10377.209944751381,35.0,71.44715,16.71270718232044
5,6,87,117.00245,330.0,10444.846694796062,37.0,71.20024,16.31504922644163
5,7,87,117.5128,334.0,10597.854421768707,38.0,73.69765,15.918367346938775
5,8,87,116.74038,332.0,10533.088520055326,34.0,73.60639,15.767634854771783
5,9,87,116.857735,333.0,10517.23206751055,33.0,73.25029,15.89310829817159
5,10,87,118.13716,328.0,10520.65162200282,33.0,73.27342,15.514809590973202
5,11,87,116.43261,328.0,10493.717114568599,35.0,73.03199,16.548797736916548
5,12,87,115.51643,327.0,10424.625352112676,36.0,70.6705,17.6056338028169
5,13,87,115.049614,329.0,10505.950437317784,34.0,73.51234,14.285714285714285
5,14,87,114.65371,326.0,10386.129760225669,35.0,70.498566,16.361071932299012
5,15,87,117.752556,316.0,10401.737704918032,33.0,72.54982,15.027322404371585
5,16,87,117.050735,314.0,10420.302945301542,34.0,73.05052,15.708274894810659
5,17,87,116.07841,314.0,10445.990277777777,33.0,74.35838,14.722222222222223
5,20,87,118.00731,310.0,10546.702997275204,36.0,75.45328,13.760217983651227
5,21,87,114.47328,315.0,10526.784232365146,37.0,74.70876,15.076071922544951
5,22,87,116.79657,314.0,10531.446280991735,32.0,74.01035,14.600550964187327
5,23,87,117.06926,316.0,10540.782967032967,33.0,74.49144,13.324175824175825
5,24,87,115.46411,318.0,10530.869863013699,33.0,74.60441,15.068493150684931
5,25,87,113.78401,332.0,10491.245070422536,33.0,73.12134,16.338028169014084
5,26,87,116.13245,330.0,10437.063100137175,36.0,69.59703,17.969821673525377
5,27,87,116.897224,332.0,10537.53814147018,33.0,74.267746,14.008321775312066
5,28,87,118.41542,316.0,10541.71809256662,34.0,74.363846,15.848527349228611
5,29,87,118.1263,328.0,10507.61218836565,33.0,74.100525,14.265927977839334
5,30,87,116.01425,336.0,10480.867403314916,34.0,71.6954,16.574585635359114
5,31,87,113.67056,338.0,10475.891666666666,36.0,73.7985,16.52777777777778
5,32,87,117.901634,312.0,10526.425,31.0,74.5107,16.25
5,33,87,117.47477,312.0,10566.34647887324,32.0,75.224495,14.929577464788732
5,34,87,117.01675,313.0,10537.203366058906,35.0,74.74891,14.446002805049089
5,35,87,116.43085,313.0,10526.5,34.0,74.12629,13.649025069637883
5,36,87,117.0768,313.0,10517.43220338983,31.0,74.24681,15.112994350282486
5,37,87,117.627304,315.0,10552.527377521614,33.0,74.82517,14.985590778097983
5,38,87,117.40098,315.0,10586.006896551724,33.0,75.071846,15.310344827586206
5,39,87,116.83743,336.0,10580.346260387812,35.0,73.75315,14.681440443213297
5,40,87,116.45498,324.0,10588.133514986375,31.0,75.25662,13.079019073569482
5,41,87,115.9514,314.0,10580.768493150685,32.0,74.95936,13.835616438356164
5,42,87,117.74757,314.0,10595.490883590463,33.0,75.98858,12.903225806451612
5,43,87,113.79909,315.0,10586.684582743988,32.0,74.35905,14.285714285714285
5,44,87,114.6468,316.0,10569.383852691219,34.0,75.211334,15.439093484419264
5,45,87,118.26022,315.0,10641.781560283687,33.0,77.21026,13.333333333333334
5,46,87,115.80413,315.0,10615.994444444445,32.0,75.63684,14.027777777777779
5,47,87,114.091255,317.0,10608.21568627451,34.0,76.70706,12.745098039215685
5,48,87,114.306114,316.0,10596.836940836942,35.0,75.19803,15.295815295815295
5,49,87,118.45449,317.0,10598.434285714286,35.0,73.91177,14.571428571428571
5,50,87,117.529396,319.0,10682.579096045198,33.0,75.52885,13.841807909604519
5,3,31,104.61743,301.44962,8766.571782178218,64.0,37.121693,30.85808580858086
5,4,31,118.19921,318.0,10226.478968792402,44.0,67.252594,21.30257801899593
5,5,31,117.131096,329.0,10316.425824175823,41.0,69.12186,19.505494505494507
5,6,31,116.77953,331.0,10419.990154711673,41.0,69.800476,20.675105485232066
5,7,31,117.39751,333.0,10443.918918918918,42.0,72.03295,17.16216216216216
5,8,31,118.38435,331.0,10461.130494505494,43.0,71.343216,17.71978021978022
5,9,31,117.43972,330.0,10446.036568213784,36.0,71.21909,18.0028129395218
5,10,31,118.92994,329.0,10423.894514767933,41.0,70.07145,20.393811533052038
5,11,31,116.788055,331.0,10344.998589562765,40.0,70.48666,19.88716502115656
5,12,31,115.50683,329.0,10458.671368124118,40.0,71.46385,19.18194640338505
5,13,31,117.495865,330.0,10396.430835734871,40.0,69.71975,19.88472622478386
5,14,31,117.31782,330.0,10460.369534555712,37.0,73.571815,16.643159379407617
5,15,31,118.44078,327.0,10399.703448275863,37.0,71.401855,19.586206896551726
5,16,31,117.11796,328.0,10464.987394957983,40.0,70.79178,20.868347338935575
5,17,31,115.89306,334.0,10440.225941422594,39.0,71.61065,19.107391910739192
5,18,31,116.074066,325.0,10331.375,37.0,71.24401,19.78021978021978
5,19,31,116.7622,329.0,10385.121212121212,36.0,71.335785,18.319559228650135
5,20,31,115.58243,327.0,10363.381401617251,39.0,71.13246,20.080862533692724
5,21,31,114.17114,340.0,10414.66485013624,38.0,72.910446,18.11989100817439
5,22,31,116.00362,310.0,10422.42349726776,38.0,73.008575,18.852459016393443
5,23,31,115.55503,313.0,10418.345108695652,37.0,73.40042,16.168478260869566
5,24,31,116.241196,315.0,10422.52027027027,35.0,73.29353,16.62162162162162
5,25,31,115.658134,313.0,10411.289732770745,38.0,73.67787,16.736990154711673
5,26,31,116.63509,314.0,10372.514403292182,37.0,71.30681,18.51851851851852
5,27,31,113.211235,314.0,10409.154582763338,36.0,73.07788,17.783857729138166
5,28,31,115.454,315.0,10328.36776859504,37.0,73.399635,16.666666666666664
5,29,31,116.90939,315.0,10350.39423076923,37.0,72.436615,19.230769230769234
5,30,31,116.03763,315.0,10437.84882108183,39.0,73.936874,15.672676837725383
